country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
France,1829,6206,DORTAN,1200,306,306,46.3179,5.6581,The hoard comprised approximately 1200 nummi of Maximian I and Constantius I Chlorus. The hoard was found in a fissure in the rock in a quarry when a worker broke off a block of st1.,NA
Belgium,1816,8221,BEVEREN-WAAS,54,324,326,51.25,4.27,(54) 21 coins mixture of silver and bronze denominations: Caracalla - Constantine I (AD 324-326).,NA
Bulgaria,1964,2769,MIHAYLOVO 1964-1971,1961,253,268,43.579,23.597,(c. 2898) 1902 silver coins: Marcus Aurelius - Valerian I/Gallienus (AD 253-268).,"Museum of Vratsa, Bulgaria; inv.nos. M III 6406 - M IV 7503 (1098 coins); M IV 7507-8345 (839); History Museum, Vratsa; inv.nos. 8750-8839"
France,1682,7232,PLESSIS-DE-ROYE,1505,161,161,49.578,2.833,The hoard comprised between 1400 and 1500 'copper' coins from Nero to Antoninus Pius.,NA
France,1885,3982,AVRESSIEUX,60,276,282,45.572,5.694,(c.3.500-5000) 61 antoniniani: Valerian I/Gallienus - Probus (AD 276-282); silver w8: 721.1-4999.1 g.,"Museum of Chambéry, France (2 kg), including the ceramic vessel"
Bulgaria,1939,12319,GRAMATIKOVO 1939,16,244,249,42.0627,27.6556,"16 provincial bronze coins minted in Bizya: Geta 1, 15 Philip I (AD 244-249).","National History Museum, Sofia, Bulgaria (11 coins)"
Egypt,1945,7854,ALEXANDRIA A79,88,193,211,31.2,29.919,"3 AR, 85 AE. Some foundation deposits under floor of piscina from the reconstruction and enlargement of Sarapeum.",NA
Bulgaria,1979,12051,SESTRIMO 2,90,244,249,42.216,23.921,Unknown number of bronze coins. 90 pieces entered the museum collection in Pazardzhik: Antoninus Pius - Philip I (AD 244-249).,"Regional History, Museum, Pazardhzik, Bulgaria; inv.nos. 2145-2230"
Poland,1970,6141,ŻULICE,418,164,180,50.532,23.809,"Around 418 silver coins: 416 denarii, 2 drachms: Nero - Marcus Aurelius (Lucilla) (AD 164-180).","Muzeum, Koszalinie; Muzeum Zamojskie, Zamość; private collections, Poland"
France,1835,5573,ROSULT,500,276,282,50.4504,3.3646,The hoard comprised between 400 and 500 radiates: Valerian I and Gallienus/Gallienus (sole) for Gallienus - Tetricus I (AD 271-274).,NA
Belgium,1850,6178,WORTEGEM,28,138,161,50.853,3.513,28 sestertii: Hadrian - Antoninus Pius (AD 138-161).,"Collection E.C. Lefèvre, Brugge, Belgium, in 1851 (28 coins)"
Slovenia,1969,4077,LJUBLJANA 1969 - INTRA MUROS,25,285,286,46.049,14.502,25 antoniniani (radiates): Gallienus - Maximianus I (AD 285-286); silver w8: 4.6-6.8g.,"Mestni muzej Ljubljana, Slovenia"
Romania,1962,16324,REDIU,92,180,183,46.755182,26.558173,92 denarii: Vitellius – Commodus (AD 180-183).,"History Museum, Piatra Neamț, Romania (Inv.no. 5978)"
Israel,1906,7579,CAPERNAUM 1906-1921,631,268,269,32.88,35.573,"A hoard of 1545 coins (270 tetradrachms, 1 bronze, 1274 antoniniani down to Claudius II, AD 270), found during the excavations at Capharnaeum.",NA
Romania,1883,9173,BOZOVICI 1883,2000,244,249,44.926,21.999,"Circa 2000 coins, only 3 known: 2 of Severus Alexander, 1 of Philip I",Dispersed
Tunisia,1955,5352,CARTHAGE - ANTONINE BATHS 1955,82,434,435,36.853,10.322,The hoard comprised at least 82 coins with a tpq of AD 434 to 435. No further information was given about the composition of the hoard.,NA
France,1903,8802,KERSAINT-PLABENNEC,21,-130,-10,48.4697,-4.3632,The hoard comprised at least 39 electrum staters and 175 electrum quarter staters attributed to the Iron Age Amorican tribe Osismii.,NA
Ukraine,1891,4571,RUBLEVKA,201,425,450,49.8967,34.8005,201 solidi: Valentinian II - Valentinian III (AD 425-455). Together was found a fragment from a golden bracelet.,"Hermitage, St. Petersburg, Russia (53 coins); collection I.I. Tolstoi (12 coins); University of Kharkov, Ukraine (34 coins); State Historical Museum, Moscow, Russia (102 solidi)"
Bulgaria,1930,10087,BERKOVITSA - SURROUNDINGS,150,249,251,43.2370452,23.1251092,Circa 150 silver coins. N. Moushmov studied 28: Septimius Severus - Trajan Decius (AD 249-251).,NA
Germany,1989,17220,JÜLICH 1989,10,272,274,50.9211,6.3559,"The find consists of 10 late Roman bronze coins (Tetricus, and other Gallic emperors), found in the area of the 'Kulturhaus am Hexenturm'",NA
UK,1976,14750,COLCHESTER (BUTT ROAD),6,355,361,51.879045,0.88975324,"6 coins found grouped on the chest area of an inhumation in the Butt Road Roman cemetery in Colchester (Grave 431, C1653). The coins are 3 Fel Temp FH copies and 3 Magnentian copies. Thought not to have been in a container due to pattern of scatter.",NA
Serbia,1995,16530,SUPSKA 1995,935,236,238,43.983102,21.361258,933 denarii and 2 antoniniani (radiates) spanning from Mark Antony to Maximinus I (AD 235-238).,"National Museum, Belgrade, Serbia"
France,1835,5682,ESCLAVELLES 1835,438,238,244,49.7070719,1.388044,The hoard comprised 438 (or only 380) sestertii found in a black coarse ceramic vessel: Augustus - Gordian III (AD 238-244).,NA
Italy,1929,3078,IRGOLI,52,237,237,40.410134,9.629603,"52 silver coins: 51 denarii, 1 antoninianus (radiate) found with a ceramic jug: Trajan - Severus Alexander (AD 222-235); silver w8: 75.9-163.6g.",NA
Netherlands,1991,13960,OIRSCHOT 1991,34,244,247,51.503572,5.307133,Possible hoard of 7 silver coins and 27 bronze coins. Late Republic - Philippus I (AD 247).,NA
Germany,1943,15424,GRUNERTSHOFEN,18,72,78,48.186652,11.086326,"A hoard found in woodland area of Grunertshofener in 1943. The find consists of 17 denarii and 1 bronze coin, ranging from the Republic to Titus Caesar. The 16 specimens itemized in FMRD were submitted to the Prehistoric Collection of Munich.",NA
Spain,1981,12878,LA BÓVEDA,12,125,127,38.321,-6.775,12 denarii found with a ceramic vessel: Vespasian - Hadrian (AD 125-127).,NA
Spain,1967,12909,SANTA MARÍA DE MAVE,19,241,243,42.724,-4.274,19 coins of different bronze denominations scattered on an area of 20 sqcm: Claudius I - Gordian III (AD 241-243).,NA
Bulgaria,1967,12262,SLIVEN 1967,395,253,260,42.682,26.326,"395 silver coins: 280 antoniniani, 115 denarii: Trajan - Valerian I and Gallienus (AD 253-260).","History Museum, Sliven, Bulgaria; inv.nos. 2366-2524"
Bulgaria,1958,12127,IZBEGLII 1958,17,211,217,42.0426,25.0021,"17 provincial bronze coins of Caracalla found in a ceramic vessel: Serdica 13, Deultum 2, Philippopolis 1, Pautalia 1.",NA
France,1920,3952,VOUTHON,6,271,274,45.6679,0.4568,The 6 antoniniani (radiates) were interpreted as representing a purse hoard or being part of a larger deposit.,NA
Cyprus,1984,18750,PAPHOS - CITY WALL 1984,18,41,54,34.762981014649,32.407417198504,18 bronze coins: Augustus - Claudius I (AD 41-54).,NA
Bulgaria,1982,9813,TARNAK 1982,264,244,249,43.445,24.024,Unknown initial number of coins. 264 Roman provincial bronze coins: Septimius Severus - Philip I (AD 244-249).,"Regional History Museum, Vratsa, Bulgaria; inv.nos. 9811-10060"
France,1836,6341,VILLEURBANNE,60,235,238,45.758,4.888,The coins were found in a st1 sarcophagus along with some ashes. They comprised coins dating from the reign of Augustus (Altar of Lyon) to the reign of Maximinus (of Thrace?). The coins were found during the demolition of a tumulus.,NA
France,1836,7148,SOISSONS 1836,2186,274,274,49.385,3.325,The hoard comprised 2186 antoniniani (radiates) of Tetricus I and 'other emperors of the same century.',NA
UK,1988,15292,SANDY 1988-91 A,31,-20,10,52.117948,-0.29262511,"Silted-up stream palaeochannel contained over 30 Iron Age coins, incl. gold stater of Tasciovanus.",NA
France,1846,5570,MORTAGNE-DU-NORD,600,260,269,50.499404,3.453163,The hoard comprised approximately 600 silver coins (denarii and radiates). The antoniniani (radiates) were described as being of 'large and medium module' according to Bocquillet. There were 38 different types from Commodus to Postumus Found during embankment works for the Château-l'Abbaye road.,NA
UK,2014,14625,THRUXTON,53,395,402,51.194633,-1.6293017,"IARCH record for a hoard of 8 milarenses and 45 siliquae found in 2 batches in 2014. For further details see GLO-9D7F36. The 9 uncertain siliquae are fragments.R. Abdy (unpublished catalogue) writes: ""The latest coin is not fully legible but probably takes the hoard just into the joint reign of Honorius and Arcadius. If so this sole specimen would place Thruxton near the beginning of the sizable body of British siliqua hoards, which end with the period 395-402. Furthermore, the siliquae in this hoard are virtually unclipped ('clipping factor 1' just possible on 1 specimen) and this, together with the presence of miliarenses alongside the siliquae, supports an earlier date for the deposition of the hoard, before the AD 395-402 coinage had much chance to spread into the circulation.""",NA
Egypt,1933,7979,KOM AUSHIM A144,2484,295,296,29.51986,30.90207,2484 tetradrachms of Alexandria: Aurelian - Diocletian-Maximian I (AD 295-296) found in a jar in an underground room during excavations of a house.,Ann Arbor
Germany,1936,17025,WIESBADEN,280,306,337,50.073908,8.238676,"The precise find location and circumstances of the find are unknown. The hoard is believed to have consisted of several kilos of bronze coins, covering the time from Postumus to Constantine I. Only a set of 274 antoniniani of Victorinus is known in details, which made it into the possession of R. Weiller.",NA
UK,2011,15339,STOKE ORCHARD,2,-30,-10,51.950418,-2.1323589,2 iron age coins found together.,NA
Croatia,1906,16620,ŽDRIJAC,11,-27,14,44.247671,15.190522,Unpublished hoard of 14 bronze coins of Augustus.,"Formerly Archaeological Museum, Zadar, Croatia (11 coins)"
Greece,1964,6765,SPARTA 1964,72,253,268,37.074,22.43,"The hoard comprised 72 Provincial bronzes, 70 of Gallienus from Lacedaemon, 1 of Septimius Severus from Gytheion and 1 of Caracalla from Mantineia.",NA
Netherlands,1990,12618,NIJMEGEN 1990,9,9,14,51.838,5.894,9 asses of Augustus (AD 9-14).,NA
UK,2005,15270,PATCHING 2005,5,10,40,50.843455,-0.46740472,A small group of staters of Verica and Tincomarus reportedly found together and recorded by a private collector in May 2005.,NA
Israel,1971,8495,IDNA 1971,45,132,136,31.557,34.979,The hoard comprised approximately 10 tetradrachms and 35 denarii from the Second Jewish Revolt (AD 132-136).,NA
Egypt,1933,7989,KOM AUSHIM A152,1103,295,296,29.51979,30.902,1103 tetradrachms of Alexandria: Gallienus (sole) - Diocletian-Maximian I (AD 296) found in a disintegrated cloth bag in an underground room during excavations of a house.,NA
Bulgaria,1929,10148,LOMETS 1929,140,1,294,42.9848,24.6753,"140 provincial bronze coins of Serdica, Marcianopolis, Odessoss, Nicopolis ad Istrum, Anchialus, Tomis and Pautalia. No further information.",NA
France,1862,3317,LOCQUIGNOL 1862,1000,251,253,50.1983,3.718039,"A hoard of approximately 1000 coins, of which only 249 were identified by E. Tordeaux. The closing date for the hoard is based on the assumption that the coins seen were representative of the whole Silver: c.1000 (249) coins; silver w8: c.1250.6-2598.9g.",NA
UK,2003,15225,LANGWORTH,5,30,50,53.270406,-0.41201326,"A small quantity of north-eastern coinage, possibly a hoard; the stater seems rather out of place.",NA
France,1923,5521,BAVAY 1923,14,54,68,50.38,3.79,"The hoard comprised a plaque, a finger ring and some unstruck coin flans as well as 14 Republican denarii, Imperial denarii and some dupondii and asses. A dupondius or as of Antoninus Pius or Marcus Aurelius was also found, but it is not clear whether it formed part of the hoard.",NA
Poland,1920,16241,ZARZECZE,120,161,180,50.524565,22.205134,"Hoard of 120 denarii. Among issuers, Trajan and Marcus Aurelius. No further details.",NA
Italy,1903,15002,TARCENTO,7,275,275,46.213847,13.21973,7 antoniniani (radiates) of Aurelian found in a grave with a skeleton (AD 270-275).,NA
Bulgaria,1946,10400,GRADISHTE,2000,244,249,43.3287,26.8389,2000 silver coins found during road repairing works: Trajan - Philip I (AD 244-249).,NA
Romania,1913,12027,DĂENI 1913,15,117,138,44.849,28.128,14 Roman bronze coins and 1 autonomous Histrian coin found in a small ceramic vessel: Hellenistic - Hadrian (AD 117-138),"Coin Room, Institute of Archaeology, Bucharest, Romania"
Germany,1953,17046,FULDA,80,351,353,50.5533,9.6701,"80 Roman coins were found in the soil of the basement of a house in Kronhofstraße during building works. Given the large chronological range of the coins (Republic to Late Empire!), this might be an assemblage of a modern collection rather than a hoard.",NA
UK,2004,15402,WINCHESTER AREA,3,-60,-20,50.995054,-1.2604086,In 2005 a series of finds were reported to the PAS by the widow of the finder. Among them were 3 Iron Age staters which may have formed all or part of a hoard. No further detail is known.,Winchester Museums Service
Bulgaria,1962,4102,OVCHAGA 1962,27,244,249,43.1656,27.3398,27 antoniniani: Elagabalus - Philip I (AD 244-249).,"History Museum, Dalgopol, Bulgaria"
Sri Lanka,1887,18436,COLOMBO -  GALLE FACE,200,408,423,6.9262851477142,79.845680495089,"“Several hundred Roman coins”. Unearthed while building the Galle Face battery in 1887. “8 coins, some of the reign of Honorius, found on the Galle Face”, were purchased by the Colombo Museum (CAR Museum 1887). The identifiable coin types (based on Still 1907) Roman Empire: House of Constantine I: Gloria exercitus (1 standard); House of Theodosius I: salus reipublicae victory/captive); concordia augg; virtus exerciti (emperor/victory); gloria Romanorum (2 emperors); gloria Romanorum (2 emperors).",Colombo Museum (in 1887)
Serbia,1973,6945,BOLJETIN 1973,1803,355,361,44.533,22.031,1803 nummi: Galerius - Constantius II (AD 355-361),"V. Mihailović collection Belgrade, Serbia - 1978"
UK,1851,1124,PORTMOAK,600,196,197,56.1926,-3.3117,"Upwards of 600 Roman denarii were found in 1851 in a field that was formerly a deep bog. The coins were all lying close together as if they had been enclosd in a bag. Also found at the same spot were an iron sword and an imperfect silver ornament thought to have been the crest of a helmet. A detailed account of 104 coins is given in 1852 and a further 26, found in a moss at Kirkness (Kinross) in 1851, were reported in 1934 and published in 1939. Coins range from Mark Antony to Septimius Severus.","NMAS, Edinburgh (part: 49 denarii)"
France,1884,12466,JUSSY-LE-CHAUDRIER,150,238,244,47.1152,2.9069,It comprised c. 150 sestertii. 145 had been studied from Trajan to Gordian III.,NA
Russia,1962,18372,KEROI,745,309,323,45.297096380457,36.997450167632,"A hoard of 745 coins of Bosporan kings, Teiranes, Theothorses, Rhadamasades and Rhescuporis VI (AD 276-323) was found within a courtyard of a domestic building. The coins were grouped in rolls, each of them was separately wrapped. Some of the coins present 'tamga' symbols.",Taman archaeological expedition
Belgium,1960,8491,BLICQUY 1960-1969,18,180,183,50.587,3.692,18 sestertii: Trajan - Commodus (AD 180-183).,NA
Romania,1997,2619,ALBA IULIA 1997,232,218,222,46.064,23.564,The hoard comprises 232 cast denarii: a rejected series of coins depicting emperors from Vespasian to Elagabalus with a tpq of AD 218-222 or soon after.,"National Union Musem, Alba Iulia, Romania (Inv.no. 7438-7673)"
France,1989,12646,BOURG-BLANC 1989,1204,268,268,48.5,-4.506,"1204 coins: 4 antoniniani (radiates), 1199 sestertii, 1 as: Vespasian - Postumus (AD 268).","Cabinet des Médailles de la Bibliothèque nationale de France, Paris"
Spain,1940,8408,ABERTURA,38,-15,-13,39.243831971578,-5.8136450038063,38 denarii: Republic - Augustus ( 15-13 BC).,Lost
Luxembourg,1971,12817,MERTERT,10,177,177,49.7,6.481,10 coins found together in a tomb (purse?): Domitian -Marcus Aurelius (AD 177).,NA
France,1906,8757,VEIGY-FONCENEX,25,96,192,46.272,6.274,"25 Roman coins of the ""Anto9s"". Considered as possible funerary offering. No further details.",NA
Belgium,1842,8505,HARELBEKE 1842,17,306,337,50.857,3.311,"17 bronze coins in a glass container: Antoninus Pius, Constantine I.",NA
France,1971,12455,LIGNIÈRES,612,306,310,46.7516,2.1748,"It comprised 613 nummi, possible to have been found in 2 ceramic vessels.",NA
Slovakia,1934,8245,SELCE,44,182,193,48.762926,19.202768,44 denarii: Trajan - Didius Julianus (AD 193). Found together with a silver brooch dated between the end of the 4th century beginning of the 5th century AD.,NA
Poland,1818,13561,RADOMICE,6,364,392,50.995568,15.609342,Group of nummi: Constantine I (Crispus Caesar) - Valentinian I/Valentinian II (AD 364-392).,Lost
Bulgaria,2013,12316,BURGAS,22,268,270,42.445,27.489,22 antoniniani were discovered during archaeological excavations in 1 room: Trajan Decius - Claudius II (AD 268-270).,NA
France,1841,4423,HAUTOT-SUR-MER,98,395,410,49.9165004,1.0314083,"The hoard 'comprised 80 gold coins dating to the 4th or fifth centuries AD. A later find in 1861, apparently in the same spot, located another 18 solidi, mixed with Medieval florins' The coins were discovered on 2 occasions. In 1844 (or 1846) 80 gold coins were discovered after a landslide near the Customs post. In 1861, a further 18 solidi were found, apparently at the same spot. Gold w8: c.404.95g","Musée de Dieppe, France (three coins, stolenin 1904)"
Germany,1867,17183,GRÄPEL,364,191,192,53.567856,9.179743,In 1867 west of Gräpel on the right bank of the Oste river coins were found 2 ft deep during the removal of sand from a ridge of hills. The find totals ca. 350+ denarii (Augustus? - Commodus).,NA
Serbia,1911,2779,MISAČA,53,156,161,44.359593,20.545705,53 denarii: Galba - Antoninus Pius (AD 156-157).,Zemaljski muzej Bosne i Hercegovine (National Museum of Bosnia and Herzegovina) Sarajevo (32 coins) - 1981
France,1977,6965,PARIS IVE (QUARTIER NOTRE-DAME) 1977,6,180,192,48.853143,2.348163,The hoard comprised a burned pottery vessel containing 6 sestertii from Trajan to Commodus.,NA
Switzerland,1838,6455,RISCH ZG 1838,179,241,244,47.132,8.435,"Found by labourers while ploughing a field near Ibikon. The hoard consisted of 10 silver coins and 169 aes coins, in a pot. The writ10 sources name Maximinus Thrax as latest reign represented. Today only 44 aes coins are preserved: 33 coins in the Museum für Urgeschichte(n), Zug, and 11 coins in the Schweizerisches Landesmuseum, Zürich. The latest coin preserved dates from Commodus (SFI 1707-5.1) Another 12 coins, now in the Museum für Urgeschichte(n), Zug, might be part of the same hoard (SFI 1707-5.2). The latest coin of this lot dates from Gordian III.","Museum für Urgeschichte(n), Zug; Schweizerisches Landesmuseum, Zürich"
Luxembourg,1958,7438,AHN-MACHTUM,100,375,378,49.644,6.434,"Around 100 gold coins of Constantine I/Constantius II and the House of Valentinian were found in the river Moselle. In the Moselle Towards the end of April 1958, having taken gravel from the bed of the Moselle between Ahn and Machtum, a dredger belonging to the company Hein de Machtum, brought in his load many currencies of Roman gold. They are pieces of: 321 1/2, 1 and 1/2 solidi, struck almost exclusively by the effigies of the emperors Valentinian I, Valens and Gratian, and preserved at the corner of the coin. The coins were discovered scattered in the gravel, especially on the site of the aforementi1d company located at the place called ""Kommert"" near Machtum and the depot of the Bridges and Chaussees located at a place called ""Banzelt"" near Roodt / Syr , where a truck had deposited 2 loads of this ""enriched"" gravel. Several pieces, especially the multiples, had more or less suffered from their passage through the crusher. No trace of a vessel was found, nor any piece of silver or bronze. It is impossible to estimate accurately the number of pieces found, but the information available to us suggests that it must have been more than a hundred. Coins entered private collections or were sold abroad. 2 pieces were acquired by the Cabinet of Medals of the Museum of History and Art, Luxbg. (Nos 24 and 29). The absence in this treasure of the coinage of Valentinian II, raised to the rank of Auguste on November 22, 375, and associated with his half-brother Gratien in the government of the western part of the empire, is explained by the fact by Pearce, that Valentinian II does not take part in the first emulation of the period 375-378, of which date the most recent pieces of the treasure. Among the solidi and multiples are several unpublished pieces and some minor variations. This treasure, flowing with a ship from Treves, represents, in our opinion, some of the donativa lavished by Gratien on the occasion of the sumptuous fetes celebrated during his decennalia (376/377).","Cabinet des Médailles du Musée d'Histoire et d'Art, Luxembourg; inv.no. 1993-200; private collection"
UK,1997,14679,HILLINGDON 1997,7,355,361,51.481463,-0.43171354,"During excavations of an enclosure by the Museum of London, a group of 7 barbarous minims were found in a pit. Another pit contained a possible metalwork hoard. (Information from HER).",NA
Romania,1966,9379,PRĂJEȘTI,183,193,194,46.654,26.977,Unknown initial number of coins. 183 denarii: Nero - Pescennius Niger (AD 193-194).,"Complexul Muzeal ”Iulian Antonescu” Bacău, Romania"
Bulgaria,1951,3221,DRIPCHEVO,86,244,249,41.98,26.217,"Unknown initial number of coins. 86 silver coins seen: 58 denarii, 28 antoniniani: Antoninus Pius - Philip I (AD 244-249); silver w8: 117.6-231 g.",NA
Monaco,1879,4067,LA CONDAMINE,9,276,276,43.7342,7.4203,"The hoard comprised 9 gold coins: 1 multiple of 6 1/2 aurei, 8 aurei: Trajan (Plotina) - Florian (AD 276). Together were found jewelry: small gold male bust, 3 old bracelets, 3 gold armillae, rolled gold band, jet (or black glass paste) bracelet, black material bracelet, 6 small jet (or black glass paste) pieces, bronze pin.",NA
Germany,1635,16923,TRIER NEUTOR 1635,24,342,343,49.7503,6.6374,"A hoard of at least 24 gold and silver coins from the time of Constantine was found during repair work on the entrenchment by the Neutor city gate in 1635. This city gate was located at the end of Neustrasse, before being destroyed in 1877.",NA
Romania,1968,16320,PEȘTERA IGLIȚA,28,190,191,47.022191,22.373389,Unknown originally number of coins. 28 denarii are known: Antoninus Pius – Commodus (AD 190-191).,"Muzeul Țării Crișurilor, Oradea, Romania (inv.no. 341)."
Czech Republic,1910,15932,HRADEC KRÁLOVÉ 1910,25,388,395,50.20963,15.834007,"25 bronze coins: 3 antoniniani (radiates), 22 nummi: Septimius Severus/Caracalla (Caracalla Augustus) – Theodosius I (Arcadius Augustus) (AD 388-395). Some of the coins may be intruders.","Regional Museum, Hradec Králové, Czech Republic (inv.no. N 3685-3709)"
UK,1948,2522,DARFIELD 1948,500,213,213,53.531065,-1.3829347,"A hoard of 500 silver coins (Mark Antony - Caracalla) found in a beaker on a new housing site, to be known as Clarney Place. The find was made 400 yards from the Darfield 1947 (Darfield I) hoard, but their depositions do not seem to be related. Carson and Corder published the hoard in 1948, but the catalogue does not align exactly to the coin summary. Trajan, Hadrian, Septimius Severus and Caracalla all have 1 fewer specimens in the catalogue compared to the summary, while the reverse is true for Otho. Since it is agreed that the hoard numbered 500, the summary has been regarded as the correct description of the hoard's con10ts.",British Museum (part); Sheffield Museum (part)
France,1811,6065,COMPREIGNAC,720,-40,-40,45.992706,1.274421,"The hoard comprised a black pot containing between 500 and 600 Iron Age coins and approximately 120 Republican coins. The most frequent legends on the Iron Age coins were ABVDOS, ANDECOMBO, ANORBO/DVBNO, ATISIOS, ARIVOS/SANTONOS, AVLIRCO, ATEVLA/VLATOS, Q.DOCI SAMF, DVBNOCOV/DVBNOREX, DURAT/IVLIOS, DVRNACVS (?), EPAD, LITA, MEDIOMA, NINNO, COIOS/ORCETIRIX, POTTINA, SOLIMA, TOGI/TOCIR, TVRONOS, VIIPOTAL The hoard was found in a field east of the village of La Jante.",NA
Netherlands,1915,9889,EMMER-ERFSCHEIDENVEEN 1915,47,176,177,52.806,6.987,47 denarii. Only 5 coins are kept in the Museum of Assen: Hadrian - Marcus Aurelius (AD 176),"Drents Museum, Assen 5"
France,1855,7107,FLAVY-LE-MARTEL,2000,375,383,49.713,3.191,"The hoard comprised a greyware vessel containing 2000 coins from Probus to Gratian. Unfortunately, the exact composition of the hoard is not known.",NA
Russia,2011,18551,PIMENOVO,184,193,193,51.703503285151,35.958439681993,"Unknown original number of coins. 184 denarii of which 2 imitations: Vespasian - Didius Julian (AD 193). Found together with a ""belt set of 1 massive silver buckle for a sword belt and 2 buckles for a girdle. The find also contains 8y-4 silver belt plaits. This belt set, dating to the latter half of the 5th century AD (phase D2 of the Great Migration Period), is a girdle for bladed weaponry.""","The State Museum of Military History and Natural Preserve “The Kulikovo Polye”, Tula, Russia (inv.no. BX 1823/1-184)"
France,1880,6091,POUSSANGES,43,-2,4,45.825931,2.21381,"A summary of the coins in this hoard exists, but gives family names rather than identifications for Republican denarii. The hoard was discovered in a crevice in the rocks amongst a mass of carbonised material.",NA
Bulgaria,2019,18654,PETRICH KALE FORTRESS,40,268,270,43.162338671768,27.643470291407,42 coins found in a 2 sqm area on a floor from the gate tower no. 1:,NA
Germany,1910,17128,DIEPHOLZ,7,267,267,52.60783,8.37005,"A hoard of 7 antoniniani (Gallienus - Postumus), found while extracting peat in the moor.",NA
Libya,1959,4970,TRIPOLI 1955,66,475,476,32.902,13.175,66 solidi: Theodosius II - Basiliscus (AD 475-476).,"Musée de Tripoli, Libya"
Algeria,1927,4878,CHERCHELL - BANK OF ALGERIA,23,393,423,36.6,2.19,"A hoard of more than 100 solidi, apparently, all of Honorius was found during the construction of the Bank of Algeria building in Cherchell. Although the hoard was immediately dispersed. 23 solidi were seen and described by P. Salama",Musée d'Alger (16 coins); in Cherchell Collection Louis (6 coins); Collection Albitre (1 coin).
France,1925,3565,BAVAY 1925,530,260,269,50.298,3.794,"530 antoniniani (radiates): Gordian III - Postumus (AD 260-269). Mints: until AD 253 Rome (except for 1 Volusian from Antioch); after 253: 72 Rome, 40 Cologne, 1 Milan, 2 Viminacium, 45 unidentified and for Postumus, 334 Cologne and 7 imitations. Silver: 580 coins; Silver w8: 145.0-295.5 g.",NA
UK,1777,777,TOWER OF LONDON,3,404,408,51.503293,-0.085155684,"3 solidi (Honorius and Arcadius) and 1 silver ingot, found while digging the foundations for a new office in the Tower of London, in 1777.",British Museum
Russia,1841,18215,NOVOROSSIISK 1841,16,193,211,44.725259618236,37.763964606267,16 denarii found in a trench: Antoninus Pius - Septimius Severus (Julia Domna) (AD 193-211).,"The State Hermitage Museum, St. Petersburg, Russia"
UK,1922,18869,IPSWICH,6,276,282,52.05917,1.15545,"A hoard of 6 provincial coins minted in Alexandria (Claudius II - Aurelian), found in or near Ipswich in 1922.",NA
France,1894,5779,ÉVREUX 1894,662,238,244,49.022,1.153,"Found whilst digging a ditch in the Saint-Louis or Quatre-Acres cemetery (the ancient cemetery z1). The hoard was not found in a burial context. 662 bronze coins: sestertii, and dupondii or asses: Augustus - Gordian III (AD 238-244).","Musée d’Évreux, France"
UK,1930,15109,CAMBERLEY,5,-60,-20,51.332449,-0.75260261,"A small hoard probably of 4 or 5 Atrebatic (British Qc) quarter staters, recorded at the British Museum.",NA
France,1848,5752,ACLOU,50,138,161,49.166,0.706,"The hoard comprised 50 Roman coins which were thought to be bronzes. There is no further information on denominational composition. It was found on communal heathland and pasture, at a very shallow depth. The majority of the coins were collected together by M. Auvray, mayor of Aclou.",M. Auvray
UK,1890,15075,BARDWELL,3,-70,-50,52.330135,0.83100562,"Evans (1890, 485, repeated by Allen 1960a, 207) recorded several potins found at Bardwell, of his pl. H.8 type (cl. II). 3 coins can still be traced. As Haselgrove (1987, 283 no. 40) has pointed out, there is a Romano-British fort and settlement here and the coins could well be multiple site finds.",British Museum (part); Moyses Hall Museum (part)
UK,1997,15259,NORTH FORELAND,62,-70,-50,51.369731,1.4323561,"62 flat linear potins found during an excavation, scattered at the east end of an elongated pit.",Powell-Cotton Museum
Belgium,1973,8509,HUMBEEK,20,187,188,50.967,4.38,"20 sestertii, found on a small plate with ashes: Domitian - Commodus (AD 180-187).",NA
France,1966,12782,COLONNE 1966,1726,293,294,46.884,5.575,"1726 coins found in a bronze vessel: 3 denarii, 1723 antoniniani (radiates): Philip I - Diocletian/Maximian I (AD 293-294); w8: 5650 kilos.","Musée d'Archéologie de Jura, Lons-le-Saunier, France"
Sri Lanka,1935,18456,SIGIRIYA 1935 4,301,450,457,7.9569014978273,80.759679084657,301 Roman nummi: House of Constantine I - Marcian (AD 450-4557). Supposedly given to the Colombo Museum in 1935,"Colombo National Museum, Sri Lanka (inv.no. 35-109-14)"
France,1903,5694,MONTROTY,872,193,196,49.427,1.652,"The hoard comprised a 'ceramic vessel containing approximately 20 kilos of Roman bronze coins (sestertii, dupondii and asses). Of 872 examples, only 423 were identified.': Vespasian - Septimius Severus for Clodius Albinus (Caesar) (AD 193-196).","Museé de Rouen, France (600 coins) (Inv. III, 2, p. 56, no. 1921)"
Romania,1927,16431,SCURTA,14,-20,-16,46.261011,27.011927,Unknown originally number of coins. 14 denarii are known: Republic – Augustus (20-16 BC).,NA
