country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
UK,2005,15100,BRIGHSTONE 2005-11,990,-50,50,50.618056,-1.3794169,"A large hoard of at least 990 base silver staters of the Durotriges, found in and around the base and lower body of an Iron Age or Roman pot.",Returned to finder
Italy,1978,17451,SIRACUSA 1978,113,274,274,37.0666,15.2666,"113 antoniniani (radiates) - 68 imitations: second half 3rd c., burial: 274 (during or after Tetrici's age)","Museo Arch. Reg. ""P. Orsi"", Siracusa, Italy (inv.nos: 80699, 80700, 80701-80703)"
UK,1996,1521,YELVERTON,4,157,161,52.576986,1.3635692,"4 aurei (Nero to Antoninus Pius) recorded at 4 different points in time, between 1996 and 2002, clearly forming a hoard. Many other metal-detected finds from site, Roman-post-medieval.",not known
Romania,2013,16989,TAZLĂU,268,161,180,46.723491,26.487402,271 denarii found with a ceramic vessel. 268 handed to the National Museum in Bucharest: Nero - Marcus Aurelius. 1 denarius may depict Julia Domna?,"National Museum of History, Bucharest, Romania; Museum of History and Archaeology, Piatra Neamț, Romania (the vessel)"
Hungary,1802,7487,SZÉKESFEHÉRVÁR 1802,3,145,161,47.186,18.422,"3 coins, unknown denomination: Trajan, Hadrian and Marcus Aurelius (Caesar) (AD 145-161).",NA
Belgium,1955,3845,PETIGNY,101,260,269,50.059,4.532,"101 coins: 96 sestertii, 3 antoniniani (radiates), 2 bronze copies: Domitian - Postumus (AD 260); silver w8: 3.5-6.2 g.","Local museum, Petigny, Belgium (82 coins); private collection (11 coins), in 1960; Archaeological Museum, Namur, Belgium (8 coins)"
France,1979,3869,ROUILLY-SACEY,3598,276,282,48.346,4.263,3598 antoniniani (radiates) of which 3032 are imitations: Valerian I and Gallienus - Probus (AD 276-282).,"Cabinet des Médailles, Paris, France"
Romania,1980,16284,ROMULA 1980,5,138,161,44.172776,24.394511,5 denarii found together: Vespasian – Antoninus Pius (AD 138-161).,"Museum of Oltenia, Craiova, Romania"
UK,2000,15189,HALLATON ENTRANCEWAY 13,189,30,50,52.55626,-0.85094169,Hallaton: 14 hoards were located in and around the entrance way. Hoard 13 comprises 189 Iron Age coins.,Leicestershire County Council
Sri Lanka,1976,18439,MORATUWA?,122,408,423,6.7879587434955,79.890922417369,"“1 or 2 hoards? 72 Late Roman bronze coins, 41 Naimana imitations, and 9 unidentifiable small bronze coins. Viewed in the possession of an antique dealer in Colombo in 1978. Allegedly found as a group when digging up the soil for the foundations of a church in Moratuwa in c. 1976.”",NA
France,1886,12445,DUN-SUR-AURON 1886 1,250,250,400,46.887605,2.572022,"The hoard was found in 1886, in ""La Grange Rouge"". It comprised 250 bronze coins of the Late Empire.",NA
France,1877,4538,ARCY-SAINTE-RESTITUE,27,430,430,49.253,3.465,"30 coins, 27 described, found inside a rich grave. Includes 1 2nd. c. denarius and 1 ‘Dortmund’ copy. tpq c.430 Silver: 1, 21 coins; Silver w8: 29.42g+",NA
Bulgaria,1989,10450,SHUMEN - COUNTY 1989,18,244,249,43.3781,27.0249,18 provincial bronze coins entered the museum collection in Shumen: Septimius Severus - Philip I (AD 244-249).,"Regional History Museum, Shumen, Bulgaria; inv. no. 13869/1-18 (17 coins)"
Czech Republic,1899,15906,RATBOŘ 1899,2,238,244,49.977945,15.158803,"Group of 2 coins found with an urn: Maximinus I Thrax bronze, Gordian III antoninianus (radiate) (AD 238-244).",Private collection.
Yemen,1904,15770,ADEN - AREA,3,450,500,12.782498,45.026034,"In 1904, Ali Farah, of the Eastern Telegraph Company, Aden, donated 3 gold coins to the British Museum: 1 Aksumite coin ofEbana, 1 imitation of a solidus of Constantius II, and a solidus of Constantius II minted in Arles.","The British Museum, London, (inv.nos. 1904,0404.1, 904,0404.2, 1904,0404.3)"
Poland,1822,4558,TRĄBKI,141,430,445,54.279370055105,19.843585002586,"At least 140 solidi and 1 aureus (Gordian III), found in 2 lots (1822 and 1838), but certainly belonging to the same hoard. Tpq of AD 430/445.","Münzkabinett, Staatliche Museen zu Berlin (76 coins); Archäologisches Institut der Georg-August-Universität Göttingen (3 coins)"
Belgium,1975,8521,POMMEROEUL 1975,7,181,180,50.462,3.713,Unknown originally number of coins found with a ceramic vessel. 7 sestertiiare known: Trajan - Commodus (AD 181).,NA
France,1910,12981,GUÉHENNO 1910,400,271,274,47.9,-2.627,"Few hundreds imitations of antoniniani (radiates), between 500-2000 pieces of Tetricus I (AD 271-274), 400 studied.",NA
Germany,1901,4205,MAINZ BRETZENHEIM 1901,30,320,324,49.981758,8.244128,"A hoard of 30 coins, ranging from Gallienus to the time of Constantine I, found in Mainz-Bretzenheim.",NA
Germany,1915,3891,SCHWARZENACKER 1915,4811,261,269,49.283,7.319,"4811 denarii and antoniniani, found in 1 (or 2?) urns, in the garden of the school. Coins range from Caracalla to Postumus.","Pfälzisches Heimatmuseum, Speyer"
Bulgaria,1986,10403,EDINAKOVTSI 1986,92,238,244,43.42,26.8167,Few hundreds of provincial bronze coins. 92 entered the museum collection in Sofia: Septimius Severus - Gordian III (AD 238-244).,"National History Museum, Sofia, Bulgaria; inv. nos. 26923-27020 (92 coins)"
Spain,1971,17802,CASTRO DE VILLADONGA 1971-1978 2,78,355,361,43.160928035962,-7.3887257577961,78 coins: Claudius II (Divus) - Constantius II (AD 355-361).,"Museo Arqueolóxico do Castro de Viladonga, Spain"
Belgium,1977,8540,TUBIZE,85,218,222,50.693252,4.204549,84 sestertii and 1 forgery: Trajan - Elagabalus (AD 218-222).,NA
Greece,1955,6750,SPARTA 1955,13,241,244,37.074,22.43,"The hoard comprised 13 sestertii and dupondii from the first century AD to Gordian III, found in a large pithos. They might have been be part of a larger hoard.",NA
Romania,1976,16375,MANGALIA 1976,43,241,243,43.814508,28.589008,"43 silver coins: 42 denarii, 1 antoninianus (radiate): Vitellius - Gordian III (AD 241-243).","Museum of History and Archaeology, Constanța, Romania"
Netherlands,1884,9984,ONNA 1884-1886,5,14,37,52.774,6.148,5 denarii: Republic - Tiberius (AD 14-37). Part of the hoard ONNA 1884 (CHRE 9983)?,NA
Luxembourg,1973,12843,WECKER,3000,215,293,49.696,6.387,"A doubtful hoard of 3000 antoniniani (radiates) found by amateur archaeologists. Not confirmed by the ""official research"".",NA
Romania,1966,9379,PRĂJEȘTI,183,193,194,46.654,26.977,Unknown initial number of coins. 183 denarii: Nero - Pescennius Niger (AD 193-194).,"Complexul Muzeal ”Iulian Antonescu” Bacău, Romania"
Turkey,2013,20977,TRIPOLIS 2013 C,40,408,423,38.038052899888,28.950941338501,40 nummi: Constantine I (Constantius II Caesar) - Theodosius II (AD,NA
Ukraine,1900,18126,BELGOROD-DNIESTROVSKI 1900,61,222,235,46.1999,30.3489,61 bronze coins minted in Tyras found with a ceramic vessel: Septimius Severus - Severus alexander (Julia Mamaea) (AD 222-235).,"Ukrainian Institute of Archaeology, Kiyv."
France,1817,5901,DOUÉ-LA-FONTAINE,4000,260,269,47.193,-0.275,The hoard comprised 4000 coins with emperors from Severus Alexander to Postumus represented. The hoard was found by a farmworker.,NA
UK,2012,15322,SOUTH NORFOLK 2012-13,44,-50,-20,52.557348,1.4210925,"A coin hoard comprising 44 Iron Age staters of the 'Norfolk Wolf' Uninscribed Icenian JB type. These were found scattered in what appear to have been 2 groups over a relatively small area, the first group in November 2012 and the second around March 2013. If 2 hoards were concealed, however, these must surely be 2 part of 1 main deposit; the 2 groups of coins share die-links as well as being of the same type. (PAS).",NA
France,1900,7265,BESSON,185,253,260,46.471,3.263,The hoard comprised a coarseware vessel containing 196 bronze coins from Trajan to Valerian and Gallienus and a small silver bracelet.,NA
Poland,1911,13563,STRZEGOM 1911,5,317,340,50.964341,16.347391,"5 gold coins: 3 aurei, 2 solidi: Tetrarchy - Constantine I/Constantine II (AD 317-340).",Private collection lieutenant major Kirch (in 1911)
Spain,1744,4832,OHIMBRA,400,305,305,41.88535526260901,-7.472484724926,"The hoard comprised '400 gold coins found under a st1 including issues of Diocletian, Maximian and other emperors'. Gold w8: c.1768.1-1799.2g.",NA
Italy,1942,13806,DONORI,53,161,180,39.432425,9.126029,53 large Roman imperial bronze coins (sestertii?): Vespasian - Marcus Aurelius (AD 161-180).,NA
France,1890,8549,TAIN - L'HERMITAGE I,500,284,293,45.071,4.84,500 antoniniani (radiates): Probus - Diocletian (AD 284-293).,NA
France,1830,5686,GONFREVILLE-L'ORCHER,30,238,244,49.506,0.197,"The hoard comprised a ceramic vessel containing '30 silver and bronze coins, including 1 of Nero. It is possible that this hoard is the same as the hoard of large and medium bronzes of Domitian, Antoninus Pius, Marcus Aurelius, Commodus and Gordian III which were examined by Deville.",NA
Italy,1889,13790,OSILO,1200,253,268,40.743429,8.671986,1200 imperial bronze coins found with a ceramic vessel: Trajan - Valerian I and Gallienus/Gallienus (sole) (Salonina) (AD 253-268).,Lost
Hungary,1920,13135,ZALAHOSSZÚJFALU 1920,350,161,180,46.761,17.103,Unknown initial number of coins found with a ceramic vessel. 350 coins were basically examined : Vespasian - Marcus Aurelius (AD 161-180).,"Balaton Museum Keszthely (312 coins); Magyar Nemzeti Muzeum, Budapest (38 coins), Hungary"
Israel,1966,7616,MAMPSIS,10320,218,222,31.025021023529,35.063982197435,"The hoard comprised 10320-10500 silver denarii and tetradrachms, ranging from Vespasian to Elagabalus, found in a bronze jar.",Israel Antiquity Authority (10343 coins)
France,1976,5743,BOIS L'ABBÉ 1976 4,28,-39,-39,50.02,1.46,The hoard comprised 24 Iron Age coins and 4 Republican denarii. It was characterised as being 1 of 16 individual votive deposits found at the site of an important Gallo-Roman sanctuary during excavations. Inventory No: 76.943.1 to 28,NA
Greece,1930,5410,CORINTH THEATRE 1930,29,266,266,37.9069333159,22.8769879804,"A hoard of 24 provincial coins (ranging from Antoninus Pius to Geta) and 5 antoniniani (Gallienus) were found in a small pocket behind the stage of the theatre in Corinth, at the level of the marble pavement.",Museum of Corinth
France,1880,5884,JUBLAINS 1880,593,337,348,48.2562,-0.4948,"The hoard comprised a 427 coins of Constantine I and his sons. Close by, 166 coins dating to the period AD 320-335 were also found. Although originally interpreted as site finds, it is possible that they represent a further portion of this hoard. A lot of coins from this hoard is preserved in the Musée de Laval (Mayenne) with the label 'Jublains Hoard'.",Musée de Laval (Mayenne)
Netherlands,2003,10007,SCHAIJK 2003,17,117,138,51.7462,5.6317,"17 bronze coins: 3 dupondii, 15 asses: Vespasian - Hadrian (AD 117-138).",Private collection
Spain,1949,4758,COCA 1949-1950,18,214,214,41.2157967,-4.5220553,Originally between 80 and 100 coins were found of which only 2 aurei and 16 denarii were retained: Trajan - Caracalla (AD 214).,"Escuela de Capataces forestales (Castillo de Coca), Madrid"
Italy,1773,10379,POMPEII VILLA DI DIOMEDE M,44,54,68,40.752,14.478,43 Republican denarii and an aureus of Nero found in the Villa Diomede.,NA
France,1824,3888,SAUMUR,20,66,68,47.257,-0.075,"The hoard comprised a vessel containing between 100 and 120 aurei (or more than 150 coins according to Godard-Faultrier). Most publications state that the latest coin is an aureus of Augustus. The aureus of Nero may be an intruder or an isolated find. The hoard was found by a miller, J. Alleaume",NA
UK,1830,399,SHAP,599,81,96,54.546243,-2.6971404,"19 Roman gold and about 580 silver coins, prior to the reign of Trajan, but principally of Vespasian and Domitian, found while improving the road from Shap to Kendal, in 1830, under some blocks of granite.",NA
UK,1996,15293,SARRE,29,-20,10,51.339536,1.2290424,"An undeclared hoard of perhaps 25 or 30 Iron Age staters, dispersed in trade, consisting mainly in staters of Dubnovellaunos, V169/ABC 303.",NA
UK,1980,15094,BOXLEY,18,-70,-50,51.30229,0.55206192,18 Iron Age potin coins of Class I Flat Linear type were discovered whilst metal-detecting near Boxley.,NA
France,1990,13036,BRAY 1990'S,1049,244,249,49.107,0.842,"1049 bronze coins found in 3 ceramic vessels placed 1 next to the other: 1045 sestertii, 3 dupondii, 1 as: Nero - Philip I (AD 244-249).",Cabinet des médailles de la Bibliothèque Nationale de France
Belgium,1637,8306,ZWEVEGEM,300,180,192,50.8129259,3.332698,300 denarii: Augustus - Commodus (AD 180-192).,NA
Romania,1904,3494,HUNEDOARA 1904,1138,253,268,45.768,22.907,"1138 silver coins: 25 Greek drachmas, 1033 republican denarii, 54 imperial denarii and antoniniani (radiates), 2 provincial bronzes, 3 nummi, 21 unknown denomination: 150 BC - Valerian I/Gallienus (AD 253-268). 3 coins of the House of Constantine I/Constans (AD 333-350) are most likely intruders; silver w8: 1552.6-3959.8 g.",NA
UK,2013,14928,LOWSIDE QUARTER,31,157,161,54.439338,-3.5587867,"A group of 27 coins, together with a further silver coin fragment. Addenda of 3.",NA
Belarus,1968,17433,ALIEKŠYCY (ŽUKIEVIČY),446,194,195,53.339356,23.950584,"The first 20 (?) denarii from the hoard were discovered by schoolchildren in 1968, 8 of them were transferred to the Coin Room of the Belarusian State University. V. Ryabtsevich tried to establish the place where the hoard was found, but to no avail. In the first hoard's publication the village of Žukievičy was named as its location. After that, at the hoard's place, amateurs conducted further searches for it. Separate denarii were found, 2 of which (Trajan and Antoninus Pius) were transferred by V. Kakareka to the Coin Room of the Belarusian University. The rest of the hoard was discovered by treasure hunters in 2011 near the village of Aliekšycy: 426 denarii and 18 fragments of brooches, which were donated to the Museum of the National Bank of the Republic of Belarus. Later, 10 more coins were transferred there. In total, 446 coins are known from the hoard (Vespasian-Septimius Severus).",Coin Room of the Belarusian State University (10 coins); Museum of the National Bank of the Republic of Belarus (436 coins)
Czech Republic,1918,15897,VELIM 1918,4,198,217,50.059405,15.109159,"4 denarii: Hadrian, Antoninus Pius, Septimius Severus, Caracalla.","Regional museum, Kolín, Czech Republic"
Italy,1939,4542,BUTERA,41,450,457,37.192,14.182,52 gold coins found with a ceramic vessel. 41 coins were recovered and studied: Theodosius II - Marcian (AD 450-457); gold w8: 182.45g.,"Museo Archeologico Regionale ""P. Griffo"" (inv. 218-253)"
Italy,1953,20643,PADOVA - VIA GABELLI,800,-40,-40,45.405651104866,11.885100508374,"Over 800 republican denarii, of which 659 were recovered. Latest issue from 40 BC. Found with an earthenware jar.",NA
Germany,1937,16564,FAIMINGEN 1937,9,180,183,48.561842,10.407796,"In 1937 a small hoard of 9 sestertii (Trajan - Commodus) was found in the north of Faimingen in the foundation walls of a Roman building, between the Roman road and the contemporary road.",Museum Dilligen
"Russia, Ukraine",1927,18365,THEODOSIA,135,328,328,45.038776395419,35.371205090909,Hoard of 135 coins of the Bosporan kings dated between AD 286 and AD 328. No further information.,NA
Bulgaria,1961,2936,DOLNA ORYAHOVITSA,115,166,167,43.16,25.74,115 denarii: Nero - Marcus Aurelius (AD 167).,"Archaeological Museum, Veliko Tarnovo, Bulgaria; inv.nos. 1617-1730 (115 coins)"
Israel,2011,7733,AMAZIA,77,125,128,31.532975345013,34.913890505429,The hoard comprised 77 silver coins dated between 32/31 BC and AD 125-128.,Israel Antiquities Authority (IAA 139374-139452)
Bulgaria,1935,3894,SENNIK,12,270,275,42.994,25.038,Unknown initial number of coins. 12 silver coins: Antoninus Pius - Aurelian (AD 270-275); silver w8: 5.3-26.2 g.,NA
Sweden,1876,15626,SALLMUNDS,2,161,180,57.416847,18.513649,"2 denarii: Antoninus I (Faustina I), Marcus Aurelius.","Gotlands Museum, Visby, Sweden (inv.no. 1446)"
Austria,1989,5433,WIEN - RENNWEG 1989,1268,136,138,48.193,16.392,"1268 coins: 7 aurei, 1261 denarii: Republic - Hadrian (AD 136-138). Total w8: 4023.93g.","Historischen Museum der Stadt Wien (Karlsplatz), Austria"
UK,1998,15295,SCAMPSTON,3,30,50,54.21369,-0.697037,3 silver coins found stuck together. There is some doubt about the reliability of the provenance.,NA
Bulgaria,1923,12102,KOCHAN,119,249,251,41.5873,24.029,Unknown number of silver coins were found in a ceramic vessel. N. Moushmov examined 119 pieces: Nerva - Trajan Decius (AD 249-251).,NA
Serbia,1966,16541,MEZUL 1966 2,1267,247,248,44.477077,20.945634,1267 denarii and antoniniani (radiates) ranging from Trajan to Philip I (AD 247-248) found with 2 ceramic vessels.,NM Belgrade
UK,2001,15354,TARRANT VALLEY 2001-12,20,-80,-60,50.880449,-2.1008699,"8 detectorists from the Stour Valley Search and Recovery Club found 9 Chute (ABC 746) staters on 22 September 200 and a further 6 on 24 November 2001. A 6teenth coin of the same type was discovered in the same area on 23 February 2002 (TAR 2001, 90 no. 176), and 2 more in April 2005 (NC 169 (2009), 331 no. 1; PATAR 2008, 186 no. 462).",Dorset County Museum (part); Unknown (part)
North Macedonia,1983,9780,STIBERA,16,253,260,41.243,21.398,"16 silver coins: 2 denarii, 14 antoniniani (radiates): Elagabalus - Valerian I (AD 253-260).",NA
Netherlands,1942,10010,SINT-OEDENRODE 1942,167,295,295,51.566,5.459,"167 silver coins: 97 denarii, 70 antoniniani (radiates): Septimius Severus - Diocletian (AD 295).",formerly Regional museum Tiel (destroyed during WWII)
Israel,2000,7679,GESHER TANNINIM,123,491,518,32.559,34.918,"The hoard comprised 123 nummi, 10 of which were dated between the 4th and 6th centuries AD.",Israel Antiquities Authority (IAA 97894-97903)
Germany,1893,17022,WIESBADEN 1893 KIRCHGASSE 62,200,320,324,50.0797,8.2379,"The Kirchgasse 62 find includes 100-200 coins, ranging from Gallienus to the time of Constantine I. Of these, 70 have been described.",NA
Italy,1915,17446,BAGHERIA,312,-2,4,38.0784,13.5068,"312 denarii, range: Republican (211-210 BC) - Augustus (2 BC/AD 4). Large number countermarked.","Museo Arch. Reg. ""A. Salinas"", Palermo: inv. 16037-96; 16103-79; 16181-89; 16190-363"
Romania,1951,16348,RACOVA-CHETRIȘ,300,195,195,46.467162,26.990903,"300 denarii, found with a ceramic vessel 237 coins were recovered: Otho – Septimius Severus (AD 195).","History Museum, Piatra Neamț, Romania (227 coins); National History Museum, Bucharest, Romania (10 coins; inv.no. 361)"
France,1866,7032,SAINT-WITZ,357,192,192,49.091,2.567,The hoard comprised a ceramic vessel containing approximately 350 sestertii of which 250 were too worn to identify. Hahn compiled a catalogue of 107 examples which is given here. A news article mentions a sestertius of Severus Alexander which is not included in Hahn's catalogue which may or may not be part of the hoard.,NA
France,1936,6331,VILLEURBANNE 1936,45,103,111,45.775,4.851,Unknown originally number of aurei. 40-5 coins from Nero to Trajan were recovered. 7teen coins were studied in detail. 9 coins were acquired in 1937 by the mayor of Villeurbanne.,Mayor of Villeurbanne (9 coins) in 1937
France,1890,3855,PRUILLÉ-LE-CHÉTIF,1219,269,271,47.993459,0.108095,"The hoard comprised a ceramic vessel 'containing 9kg coins, mostly 3rd century small bronzes of the Gallic emperors, Gallienus, Postumus etc., although according to Triger there were some earlier coins of Trajan, Antoninus Pius, Faustina, and Justine (sic). This information was repeated by numismatic reviews and by Blanchet. In 1911, Ledru wrote about the coins acquired by Julien and Louis Chappée and gave a list of emperors. A lot of 1219 coins were bought by the Musée du Mans in 1890. The hoard was found during quarrying. Silver w8: c.812.3-7797.7g.",Musée de Mans (1219 coins)
Slovakia,1964,4539,BÍŇA,108,435,435,47.92,18.639,"108 solidi, includes 2 imitations: Arcadius - Valentinian III (AD c. 435); gold w8: 480.6 g. Found with a ceramic vessel.",Archaeological Institute of the Slovak Academy of Sciences in Nitra
Ukraine,1957,18286,ZOLOTAYA BALKA,9,185,185,47.372847437038,33.96424263042,9 denarii placed in a cavity: Hadrian - Commodus (AD 185).,NA
Germany,1972,16877,TRIER FLEISCHSTRASSE 1972,3595,270,280,49.756100000000004,6.6397,"The coins were found in the area of Fleischstraße 68-76 during excavation works for the construction of a store. They lay in a ceramic container (an amphora, according to some sources). Large parts of the hoard came in private possession and its full ex10t is unknown. FMRD gives 3 lists, totalling 3595 coins (all antoniniani, ranging from to ): 1) Part 1 (3351 coins; FMRD 30622) 2) Part 2 (Private coll.; 25 coins; FMRD 30623) 3) Part 3 (218 coins seen by K. Cibis, only a list of emperors is available; FMRD 30624) 4) Part 4 (Private coll., 1 coins; FMRD 30625)",NA
Belgium,1985,8513,MONT-SAINTE-GENEVIÈVE,23,193,197,50.375,4.239,"21 sestertii, 1 dupondius and 1 AE (copper or brass) found in the neighborhoud of a Roman building next to some clay sources.",NA
Bulgaria,1928,10228,SADINA 1928,31,244,249,43.483,26.289,Unknown number of silver coins. 31 pieces were noticed: Septimius Severus - Trajan Decius (AD 249-251).,NA
Romania,1991,16323,POCREACA,100,180,180,46.966064,27.783238,Around 100 denarii found with a ceramic vessel. Only 29 coins were recovered and sherds from the vessel: Vespasian – Commodus (Divus Marcus Aurelius ) (AD 180).,NA
Ukraine,1876,18188,CHERNOBYL,100,180,192,51.389694701315,30.099866780636,Hoard of around 100 denarii from the time of the Anto9 dynasty. Only 4 coins are documented.,"University Museum, Kyiv, Ukraine (4 coins)"
Poland,2018,13416,DRELÓW,75,161,180,51.912778,22.871111,75 denarii: Trajan - Marcus Aurelius. No further details.,"Museum of Southern Podlasie, Biała Podlaska, Poland"
Israel,1955,18785,QUMRAN 1955 C,153,-9,-8,31.741,35.459,"153 silver coins found with a jug: 102 drachm, 48 didrachm, 1 Seleucid tetradrachm and 2 Seleucid didrachms.",NA
Turkey,1968,12847,GÜLEK BOĞAZI,62,243,244,37.328,34.794,A hoard of 62 Caesarean provincial bronze coins dating from Septimius Severus to Gordian III.,Istanbul Archaeological Museum
Ukraine,1903,18889,KNYAZHA KRYNYTSYA,138,294,337,49.097820157254,29.749350635433,"Hoard(?) of a very diverse composition: Greek coins, billon provincial coins of Alexandria, imperial denarii, nummi. Reported to have been found in a dining set during ploughing. Most likely a private collection.",Unknown
Germany,1945,16972,TRIER - ZUCKERBERGSTRASSE II,6,364,375,49.756666835261,6.6367157474829,"The coins were dug out during excavation for the construction of St. Paulus elementary school, on Zuckerbergstrasse. A Roman street was cut into (a decumanus) as well as the remains of a residential development.","Rheinisches Landesmuseum, Trier, Germany (inv.no. EV 55/74)"
Bulgaria,1922,2722,PLEVEN 1922 B,3296,249,251,43.41,24.618,"(4033) 3296 silver coins recorded: 592 denarii, 2704 antoniniani: Domitian to - Trajan Decius (AD 249-251). Found in a ceramic vessel.","The British Museum, London, United Kingdom"
Croatia,1961,18890,SEČOVLJE,6,293,293,45.475729319425,13.618644093074,6 billon coins of Alexandria found in a grave: Probus - Maximian I (AD 293).,"Mestni muzej, Piranu, Croatia"
Russia,1911,18545,MELNIKOVO,185,180,192,54.864035623922,20.475340416076,Unknown original number of sestertii: Titus - Commodus (AD 180-192).,"Town museum, Kaliningrad, Russia (inv.no. КГОМ 1.18842/1-119); Archive Rudau (in 1911) (inv.no. Rudau_wNL_SH_1_3-150_2, Rudau_wNL_SH_1_3-148_1, Rudau_wNL_SH_1_3-150_1)"
Netherlands,1917,9919,HELMOND,25,260,269,51.391,5.617,"25 silver coins: 2 republican denarii, 21 imperial denarii, 2 antoniniani (radiates): Republic - Postumus (AD 260-269).","Museum Valkhof, Nijmegen, Netherlands"
Germany,1930,17104,BORKEN,19,330,335,51.847319,6.858849,The coins were discovered around 1930/35. The circumstances of the find cannot be further ascertained. Nearly all of the specimens are of excellent preservation.,NA
Netherlands,1993,10006,SCHAGEN,52,268,269,52.787,4.803,52 coins: 51 antoniniani (radiates): Severus Alexander - Postumus (AD 269). 1 Denarius.,Private collection
UK,1983,15163,FLORE,3,10,50,52.234484,-1.0642744,"3 coins of odd combination found corroded into a single lump in June 1983, in the garden of 39 King's Lane.",NA
UK,1793,612,STURMER,30,393,402,52.059298,0.47828932,"A small urn found by a workman stubbing gravel. It contained 30 coins of the Lower Empire, 1 gold and 20-9 silver, in very fine preservation.",NA
France,1980,13025,MANTOCHE 1980-1989,20,270,275,47.412,5.54,About 20 antoniniani (radiates) found during prospections. Only 10 of them were studied: Valerian I and Gallienus or Gallienus (sole reign) - Aurelian (AD 270-275).,NA
Denmark,1950,20013,ILLERUP,199,187,188,56.053032,9.932549,"199 denarii found at wetland deposit. Not 1 hoard, but a collection of several all deposited together. The earliest known contexts for Imperial denarii in Scandinavia are the Illerup weapon sacrifice dated by dendrochronology to c. 210 AD.",NA
Ukraine,2017,20706,PYSARIVKA,20,161,180,49.5213831787,28.4543991777,"A hoard of about 20-25 Roman imperial denarii: Trajan - Marcus Aurelius (AD 161-180) was discovered by treasure hunter in the late 2010s between the villages of Pysarivka and Hrushkivtsi in the Vinnytsia region. The coins were found on an area of ca. 20x20 m and all had the same traces of bronze oxides. The finder did not provide a photo of the coins, but said that among the coins were denarii of Trajan, Hadrian, Antoninus Pius, Faustina (I or II?), Marcus Aurelius (including those with the rank of Caesar). The further fate of the coins is unknown.",NA
Hungary,1980,17495,KISZOMBOR,41,176,176,46.187266932729,20.428427845658,Unknown originally number of coins found by metal detecting. Only 41 denarii are recorded: Marcus Aurelius (Faustina II Diva) (AD 176).,"Móra Ferenc Múzeum, Szeged, Hungary"
France,1784,7394,AILLY-LE-HAUT-CLOCHER,1800,282,285,50.076,1.994,"The hoard was found in a cut st1 vessel and comprised more than 1800 antoniniani (radiates) of Gordian III, Gallienus and Carinus.",NA
Libya,1930,4959,LEPTIS MAGNA 1930 (HOARD 1574),138,364,378,32.639,14.29,138 nummi found next to a wall south west of the market at street level: House of Constantine - Valens (AD 364-378).,NA
Bulgaria,1958,3074,GOLYAM DOL,16,228,231,42.335,25.23,Few hundreds denarii found in a ceramic vessel. Only 16 pieces recovered: Marcus Aurelius - Severus Alexander (AD 228-231); silver w8: 28.8-66.0 g.,"Regional Museum of History, Stara Zagora, Bulgaria; inv.nos. 2146-2154"
UK,2006,15154,FAREHAM,2,-80,-60,50.842197,-1.2628269,"2 Cheriton staters were found by Mr Brian Radford, near Fareham, in February 2006. They were stolen from Westbury Manor Museum, Fareham, on 29 April 2010, and unfortunately no images appear to exist.",NA
UK,2000,15182,HALLATON ENTRANCEWAY 02,163,30,50,52.55626,-0.85094169,Hallaton: 14 hoards were located in and around the entrance way. Hoard 02 comprises 163 Iron Age coins.,NA
France,1934,3882,SANNAT 1934,17,260,269,46.1196,2.4076,17 antoniniani (radiates); Gordian III - Postumus (AD 260-269).,Musée de Guéret (7 coins in 1935)
Portugal,1964,17509,CASTRO DE ALVARELHOS 1964,523,-32,-27,41.300908199429,-8.6184311021301,523 denarii belonging to a larger hoard found within the area of the hillfort. The earliest coins were issues of Octavian/Augustus (32-27 BC).,NA
Spain,1976,17853,TORRECAÑOS,1450,404,408,38.9714,-6.1541,"1450 coins - possibly found with a ceramic vessel: 1 bronze Iberic, 1 as, 1 solidus, 8 antoniniani (radiates), 1440 nummi: 2nd c. BC - Honorius (AD 404-408). Together was found a golden ring.","Museo Nacional de Arte Romano, Mérida, Spain"
France,1978,3816,MONTCORNET,372,269,271,49.695,4.015,The hoard comprised 372 coins that were fused together in a single lump. They comprised 1 denarius and 371 antoniniani (radiates) from Valerian I to Victorinus. The mint distribution is given in TAF (Rome: 210; Cologne: 93; Trier: 24) but not related to issues of particular emperors. Hobbs estimates a silver w8 of 100g to 111.0g.,NA
Belgium,1970,8518,PLOEGSTEERT,40,260,269,50.727,2.881,"ca. 40 coins in a leather purse, but only 5 coins are identified: Septimius Severus (1), Postumus (4).",NA
Germany,1874,18679,WACHTENDONK 1874,820,235,238,51.40916,6.33894,"A hoard of ca. 800 silver and 20 bronze coins, found in a pot while ploughing a field (at Hermendonk?, not far from Wach10donk). The coins are not preserved, but a list of emperors exists.",NA
Romania,1955,2618,PĂDUREŢU,4942,222,222,44.969,24.184,4942 denarii found with a ceramic vessel: Nero - Elagabalus (AD 222).,"Brukenthal Museum, Sibiu, Romania, 3,500 coins; County Museum, Pitești, Romania, 867 coins; Museum of History, Râmnicu Vâlcea, Romania, 531 coins; Institute of Archaeology, Bucharest, Romania, 44 coins"
France,1900,6379,PORTES-LÈS-VALENCE,415,-100,0,44.875,4.87,The hoard comprised 15 Continental Iron Age silver coins and between 360 and 400 obols from Marseille.,M. Buyat
