country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Egypt,1962,6119,ASWAN,45,138,161,24.089,32.9,The hoard comprised 45 silver tetradrachms from Claudius I to Antoninus Pius. It is not clear whether the coins represent a complete hoard or part of a hoard.,NA,II century
Romania,1997,2589,SARMIZEGETUSA 1997,7,121,122,45.513,22.788,7 asses: Domitianus - Hadrianus (AD 121-122).,"Museum of Sarmizegetusa, Romania",II century
France,1878,7334,LA COMELLE 1878,7,180,192,46.88,4.111,"The hoard comprised 9 figurines, 1 patera and 7 bronze coins from Vespasian to Commodus.",NA,II century
Bosnia-Herzegovina,1899,16129,BABIN DO,35,186,186,42.949011,17.678715,"35 sestertii, 707.80 g, found on a field ranging from Vespasian/Titus to Commodus (AD 186).",ZM Sarajevo,II century
"Scotland, United Kingdom",1781,2244,LINLITHGOW,300,169,180,55.9716266,-3.6025847,"13 Roman silver coins, presented to the Society of Antiquaries of Scotland, in 1781, all dug up 'with a great many more' in the muir (= moorland) of Linlithgow. These probably came from a find of 300, found in the Burrowmuir, deposited in an earthen urn.",NA,II century
Poland,1931,13481,OCHODZE,40,194,195,50.610833,17.811111,Unknown initial number of coins. 40 denarii entered Museum Collection in Opole in 1973:,"Municipal Museum Opole, Poland (40 coins in 1973)",II century
France,1856,5940,REZÉ 1856,200,138,161,47.1906,-1.5693,"The hoard comprised a vessel containing more than 200 coins. 13 were shown to the local archaeological society: 6 were 'frustes', 6 of the Antonine family (including Faustina I and II) and one depicted a wolf. Bizeul states that they were all coins of the High Empire. Sanquer suggested that the coin depicting a wolf was a fourth century nummus, but reverse types of the Antonine period also depict the wolf. The three coins of Antoninus Pius and 2 of Faustina given to the museum by Gauja 'found in Rezé in 1851' are likely to come from this hoard. The hoard was found during the building of the east-west road through the city.",NA,II century
France,1866,7032,SAINT-WITZ,357,192,192,49.091,2.567,The hoard comprised a ceramic vessel containing approximately 350 sestertii of which 250 were too worn to identify. Hahn compiled a catalogue of 107 examples which is given here. A news article mentions a sestertius of Severus Alexander which is not included in Hahn's catalogue which may or may not be part of the hoard.,NA,II century
Russia,2012,13858,RAKSHA,18,192,192,53.553714563073,41.616499090234,18 denarii were discovered in the vicinity of the village of Raksha. Fifteen were documented: Vespasian - Commodus (AD 192).,Unknown private collection,II century
Romania,2022,20605,BISTRIȚA - POȘOT FOREST,20,188,189,47.10860301561,24.491110908423,20 denarii: Trajan - Commodus (AD 188-189). Among them two imitations. Together it was found an iron axe typical for the Chernyakhov culture (4th-5th centuries AD).,"Complexul Muzeal Bistrița-Năsăud, Bistrița, Romania",II century
France,1936,6331,VILLEURBANNE 1936,45,103,111,45.775,4.851,Unknown originally number of aurei. Forty-five coins from Nero to Trajan were recovered. Seventeen coins were studied in detail. Nine coins were acquired in 1937 by the mayor of Villeurbanne.,Mayor of Villeurbanne (9 coins) in 1937,II century
Serbia,1967,8141,UŠĆE 1967,403,167,168,44.6293,20.0056,403 denarii: Tiberius - Marcus Aurelius (AD 167-168); bronze and gold jewelry and bronze tweezers.,"National History Museum, Belgrade, Serbia",II century
Ukraine,2021,20702,LVIV REGION 2021,47,141,161,49.5661221128,23.665240951,"A hoard of 47 Roman imperial denarii: Vespasian to Antoninus Pius (AD 138-161) was discovered at the end of 2021 in Lviv region. Information about the hoard and photos of the coins were published in one of the groups on Facebook, dedicated to treasure hunting, by user Mikhail Tabachko (Михаил Табачко) on December 14, 2021. The finder reported only that the coins were found together somewhere in the Lviv region. The coins are well preserved. The further fate of the hoard is unknown.",NA,II century
"England, United Kingdom",2008,1830,OSWESTRY AREA I,100,172,176,52.863042,-3.0263448,"100 denarii found in June 2008 (Oswestry Area I), followed by a further 23 denarii found in September 2008 (Oswestry Area II), both up to Marcus Aurelius. These were regarded as two separate groups, even if the date range is similar.",British Museum (part),II century
Netherlands,1899,12632,VENLO 1899,30,156,157,51.37,6.172,"30 denarii: Republic - Marcus Aurelius (AD 161-180), latest coin, AD 156-157.","Rijksmuseum van Oudheden Leiden, Netherlands; inv.no. 17379",II century
Romania,1958,16319,LUNGULEȚU,27,185,185,44.603959,25.664374,Unknown originally number of coins. 27 denarii are kept at the Institute of Archaeology in Bucharest: Trajan – Commodus (AD 185).,"Institute of Archaeology ”V. Parvan”, Bucharest, Romania (27 coins).",II century
Croatia,1891,8076,NIN 1891-1889,10,112,114,44.242,15.184,(62) 10 denarii of Tajan (AD 112-114),Zemljanski muzej Sarajevo (?),II century
Bulgaria,1945,9802,KRIVODOL 1945,300,177,192,43.368,23.475,Circa 300 denarii were discovered while plowing. Denarii of Antoninus Pius and Commodus were mentioned.,NA,II century
Germany,1970,16160,REGENSBURG 1970/71,8,189,189,49.015124,12.094524,A Regensburg employee submitted 8 sestertii (Antoninus Pius to Commodus) to the prehistorical state collection. The coins were derived from a find of unknown size in Regensburg.,NA,II century
France,1855,6286,VÉSINES,50,138,161,46.3595,4.8666,"The hoard comprised a ceramic urn containing 50 corroded, worn, illegible Roman coins, with the exception being two sestertii of Hadrian and Antoninus Pius.",NA,II century
Sweden,1834,15539,BRINGSARVE 1834,124,186,189,57.49378,18.199226,124 denarii: Vespasian - Commodus (AD 186-189); silver weight: 43.80 g. (16 coins).,"Swedish History Museum, Stockholm (inv.no. 664)",II century
Belgium,1975,8521,POMMEROEUL 1975,7,181,180,50.462,3.713,Unknown originally number of coins found with a ceramic vessel. 7 sestertiiare known: Trajan - Commodus (AD 181).,NA,II century
"Scotland, United Kingdom",2009,623,KIRKTON BARNS,16,161,163,56.425909172862,-2.8947765594082,16 denarii found by metal detecting: Vespasian - Marcus Aurelius (AD 161-163).,"East Fife Museums, St. Andrews, United Kingdom (5 coins)",II century
France,1973,5651,DOURGES 1973 2,9,117,138,50.43783,2.984979,A small hoard of dupondii and asses was found during the excavation of Tomb 68 in excavations of the site: Nero - Hadrian (AD 117-138).,NA,II century
Germany,1851,17181,WINGST,460,168,168,53.80043,9.03348,"A hoard of ca. 460 Roman silver denarii (Nero - Marcus Aurelius for 344 of them, the others are lost), found in an earthenware container 1 1/2 feet under the soil while removing stones ('Steineroden') in the heather, at Wassermühle on the Wingstberg.",NA,II century
India,1904,18362,ONGOLE,2,125,127,15.506,80.049,Two aurei were found on the banks of the Paleru river.,"Madras Museum, Chennai",II century
Germany,1951,17222,JÜLICH 1951,5,164,176,50.921116,6.361762,"Five 2nd century AD bronze coins, found in the area of the town hall.",NA,II century
France,1870,12453,TORTERON,200,177,192,47.0218,2.9666,It comprised 200 sestertii from Antoninus Pius to Commodus (AD 180-192) found with a ceramic vessel.,NA,II century
Egypt,1977,7804,MALLAWI A62,161,161,168,27.733,30.84,"151 billon Alexandrian tetradrachms, 9 Greek bronzes, 1 provincial bronze and 1 ring: Ptolemaic dynasty - Marcus Aurelius (Lucius Verus) (AD 166-167). Reported to have been found in an alabaster container. Mixed up with another hoard of over 130 coins not identified.",Dispersed. Handwritten list in London,II century
France,1987,5240,AMIENS 1987,43,148,149,49.891,2.3,"The hoard was found in the foundation trench of a Gallo-Roman wall. It comprised 43 denarii from Vitellius to Marcus Aurelius as Caesar (AD 148/149). It may originally have been placed in a small box, as fragments of copper-alloy scrap were found in association with the coins.",NA,II century
"England, United Kingdom",2014,14864,ACTON 2014,5,197,198,53.063953,-2.5535843,IARCH record for a hoard of five denarii of Septimius Severus in a small conical lead-alloy container.,NA,II century
Romania,1879,16409,USUSĂU,3,244,249,46.06797,21.813462,"Unknown originally number of denarii and antoniniani (radiates). Three coins are known: Hadrian denarius, Septimius Severus denarius, Philip I antoninianus (radiate).",Lost,III century
Romania,1935,2617,FRÂNCEŞTI,1365,219,219,44.999,24.189,"1,365 silver coins: 1361 denarii, 4 drachms of Lycia: Republic - Elagabalus (AD 219).",National History Museum of Romania Bucharest (Inv. no. MNIR 189402-190766),III century
"England, United Kingdom",1953,1275,RIBY,13703,281,281,53.537847,-0.25111827,"A hoard of 15,000 - 20,000 coins, found ploughing a field at Riby Wold Farm on the east side of Lincolnshire Wolds, some 4-5 miles north-east of Caistor. The coins are all antoniniani, ranging from Gordian III to Probus, AD 281. Included were many coins of Gallienus, and of emperors from the Gallic Empire.",Lincoln City and County Museum (part: pot and 24 coins); Ashmoleum Museum (part),III century
France,1850,8582,AUBERIVES-EN-ROYANS,8000,253,259,45.063,5.301,"43 kg = +8,000 silver coins: denarii and antoniniani: Hadrian - Valerian I (AD 258)",NA,III century
Belgium,1989,8494,BRUYELLE,66,285,293,50.557,3.428,24 antoniniani (radiates) and 42 imitations found in the basement of a Roman villa: Gallienus - Maximian I (AD 285-291).,NA,III century
Germany,1983,16999,MARKÖBEL 1983,74,209,211,50.22269,8.98415,"The hoard was found in the northeast part of the Roman fort during an excavation campaign in 1983. It comprised 4 aurei and 70 denarii, ranging from Nero to Septimius Severus.",NA,III century
Germany,1874,18679,WACHTENDONK 1874,820,235,238,51.40916,6.33894,"A hoard of ca. 800 silver and 20 bronze coins, found in a pot while ploughing a field (at Hermendonk?, not far from Wachtendonk). The coins are not preserved, but a list of emperors exists.",NA,III century
Syria,1936,9823,DURA EUROPOS 18,124,251,253,34.747,40.73,"A hoard of 124 coins, comprising tetradrachms (Philip I - Gallus), denarii (Domitian - Alexander Severus, one quinarius (Caracalla) and one provincial bronze coin (Gordian III & Abgar), found at Dura in G1, during the season 1936–7. No container was reported.",Yale University,III century
Israel,1972,8497,IQRIT,3,260,261,33.0754,35.2752,"Two antoniniani (radiates) of the brothers Macrianus II and Quietus, placed on either side of the head of the deceased, and a coin (pierced) of Caracalla minted at Paphos, placed over the chest. Burial cave.",NA,III century
France,1945,3379,OUROUX,353,253,256,46.231092,4.594209,"Mints: Rome (332); Nicomedia (11: Elagabalus); Antioch (6: 1 Caracalla and 5 Gordian III); 3 copies of Gordian III. Silver: 139, 213 coins; Silver weight: 462.0-912.5g The hoard was found during levelling works at a sawmill.",NA,III century
"Russia, Ukraine",1957,18369,SEMYONOVKA,96,242,267,45.382379176196,35.764702910992,Hoard of 96 bronze staters of Rhescuporis V (AD242-267).,NA,III century
Belgium,1873,8206,BARBENÇON,5,253,260,50.222,4.284,5 antoniniani (radiates): Philip I - Valerianus I (AD 253-260).,"Archaeological Museum, Namur, Belgium (5 coins)",III century
Italy,1821,10063,PARMA - TEATRO REGIO,34,260,260,44.803261,10.326649,34 aurei found with a ceramic vessel and jewelry: from Nero to Trajan Decius (Hostilian). Includes a medallion of Gallienus; gold weight: 238.2-255.2 g.,"Museo Archeologico Nazionale, Parma, Italy",III century
Italy,1970,12033,ALTINO 1970-1990,114,241,243,45.5453,12.3958,The hoard comprised 114 sestertii: Trajan-Gordian III (98-243 AD).,National Museum of Altino,III century
"England, United Kingdom",1980,14840,MARKET DEEPING 1980,786,272,274,52.675297,-0.28576681,See hoard IARCH-4FC580 for details of the find. This record has been created for the coins from pot 2.,NA,III century
France,1891,7404,AMIENS 1891,380,268,268,49.89,2.315,The hoard comprised a greyware vessel containing a silver finger ring with blue glass setting depicting a figure left and 380 radiates from Gordian III to Postumus. 267 examples were catalogued by Pinsard. A closing date of AD 268 is given by a APOLLINI CONS AVG reverse of Gallienus and 7 coins of Postumus with ORIENS AVG with P in the field reverses.,NA,III century
France,1783,3881,SANNAT 1783,300,253,268,46.1456329,2.405714,"The hoard was discovered during antiquarian exploration of a Gallo-Roman site. It appeared to have been originally stored in a cabinet measuring 6 feet square and comprised more than 300 base-silver coins. According to the finder, villagers who knew the findspot continued to find coins in abundance there. 300 silver coins: Severus Alexander - Valerian I and Gallienus/Gallienus (sole) (AD 253-268); silver weight: 76.1-710.8+g.",NA,III century
Romania,1953,8039,NIREȘ,30,227,227,47.126,23.958,"circa 150 denarii, 30 preserved. Nero-Seveus Alexander (AD 227). 1 nummus of Constantius II is an intruder.","City Musueum Dej, Romania (30 coins) (1954)",III century
Poland,1739,13426,GIERŁOŻ,1124,217,218,53.611944,19.770833,"1,124 denarii: Nero - Macrinus (AD 217-218).","Münzkabinett, Berlin, Germany (15 coins)",III century
France,1789,7194,BONNEUIL-LES-EAUX,7,249,249,49.678881,2.231558,"The hoard was found in an iron cooking pot or 'marmite' and comprised an uncertain number of silver coins and some jewellery, such as 'large finger rings'.",NA,III century
Greece,1950,5405,KNOSSOS 1950,58,253,253,35.2994,25.1628,"58 antoniniani, ranging from Caracalla to Volusian.","Archaeological Museum, Heraklion",III century
Slovakia,1929,15996,SLANEC,8,260,268,48.635392,21.47632,"Unknown originally number of coins. Only eight silver coins are known: 5 antoniniani (radiates), 3 denarii: Caracalla – Gallienus (sole).",NA,III century
Spain,2001,17644,ZARAGOZA 2001,189,271,274,41.652172111181,-0.87773387858712,189 antoniniani (radiates) found together in the theater of Caesaraugusta: Valerian I - Tetricus I (AD 271-274). Work in progress.,NA,III century
France,1850,3536,ALLEX,12000,271,274,44.765,4.915,"The hoard comprised two ceramic urns that contained more than 100kg of Roman coins (according to Payan-Dumoulin) or 40kg (according to Vallentin) equating to approximately 12,000 coins. Only 4,685 coins, all radiates, were catalogued: Valerian I and Gallienus - Tetricus I (AD 271-274); silver weight: 3241.0-14999.1 g.",NA,III century
France,1748,5934,GUÉRANDE 1748,1000,271,274,47.328,-2.429,"The hoard comprised 1,000 antoniniani (radiates) dating to the reigns of Victorinus and the Tetrici. Only three coins were described.",NA,III century
Greece,1976,5409,PATRAS 1976 KARPENISIOU,23,264,264,38.2437,21.7417,"Rescue excavation undertaken by the archaeological service. 20 antoniniani and 3 denarii, ranging from Caracalla to Gallienus (sole reign) were found.",NA,III century
France,1852,3877,SALPERWICK,1636,269,271,50.772351,2.229741,The hoard was found whilst dredging the marshland close to the railroad from Saint-Omer to Calais. Silver: 1636 (1450) antoniniani (radiates): Gordian III - Victorinus (AD 269-271); silver weight: 442.7-2044.0 g.,NA,III century
Germany,1958,4142,TÜRKHEIM,18,275,283,48.06,10.64,In 1958 a small collective find of 18 antoniniani ranging from Aurelian to Carinus Caesar was unearthed in a ditch during excavations conducted by the commission for archaeological exploration of late antique Raetia.,NA,III century
Portugal,1954,4037,FRAGAS DO PIAGO,2842,275,285,41.6606,-7.9861,"Unknown originally number of coins. According to I. Mira there are 2,842 coins known, all antoniniani (radiates): Philip I - Tacitus (AD 275-276).","Museo del Seminario de Santiago, Braga, Portugal (68 coins)",III century
Italy,1930,4016,DEMONTE,741,287,288,44.315,7.294,"The hoard, found with a bronze vessel, comprised approximately 1,200 radiates from Claudius II to Diocletian (AD 287-288); silver weight: 133.5-237.1 g.","Museo Civico, Turin",III century
France,1932,7162,SAINT-LOUP-DE-VARENNES,30,271,274,46.735,4.882,"The hoard comprised a ceramic vessel containing numerous antoniniani (radiates) including issues of Gallienus, Claudius II and Tetricus I.",NA,III century
Czech Republic,1924,15908,NOVÁ VES 1924,4,238,244,50.051936,15.143553,"4 coins of Gordian III: 2 antoniniani (radiates), 2 sestertii P M S COL VIM (AD 238-244).","Regional museum, Kolín, Czech Republic",III century
France,1978,3541,"AMIENS  AREA, BEFORE 1978",235,271,274,49.894,2.296,"In 1978, Mr. Charles Pire, a coin dealer from Brussels, bought about 500 pieces from a lot of 972 coins found in the region of Amiens. It consisted generally of about fifteen antoniniani (radiates) of Gallienus and Salonina, a dozen of Postumus, a hundred of Victorinus, around 20 of Claudius II, about 300 of Tetricus I and II from the mints of Trier and Cologne. Other 30 pieces consisted of imitations of Tetricus I, large module. 235 coins are presented in detail: Trebonianus Gallus - Tetricus I (AD 271-273); silver weight: 185.7-1213.9 g.",Private collections: Ms. A. Wattecamps; Mr. S. Genvier; Mr. J.-M. Doyen; Mr. Pire,III century
Denmark,2000,13706,PRÆSTEMOSEN,160,217,217,55.151397,10.710204,"Large hoard of 160 denarii found in Præstemosen (""the Priests Bog"") in the town of Gudme, close to a pond. The hoard had been totally ploughed up.",NA,III century
Austria,1837,13152,PREG,1000,260,268,47.278,14.93,"Hoard of around 1,000 silver coins. 29 coins are kept in the Joanneum, Graz. According to G. Dembski the coins may rank from Severus Alexander to Gallienus.","Landesmuseum Joanneum, Graz (29 coins), Austria",III century
Romania,1982,3133,ABRUD,2060,251,252,44.146,27.981,"2,060 silver coins: 1,849 denarii, 1 plated denarius, 209 antoniniani (radiates), 1 drachm: Vespasian - Trebonianus Gallus (AD 251-252).","History and Archaeology Museum Constanța, Romania",III century
Serbia,1963,3429,SINGIDUNUM,2445,257,257,44.821093927601,20.455572381471,"The hoard comprised 2,445 silver coins (denarii and antoniniani-radiates) from Septimius Severus to Valerian I (AD 257) found in a lead container.","Museum, Belgrade, Serbia",III century
Italy,1897,13771,CAGLIARI 1897,4,268,268,39.228654,9.119759,Unknown number of coins found with a pitcher. Among the coins were noticed 2 of Claudius II and 2 minted in Carthage for the Vandals king.,Lost,III century
Luxembourg,1955,3923,TETELBIERG 1955,8,260,269,49.54,5.86,The hoard comprised 8 antoniniani (radiates) of Gallienus' joint reign and Postumus with a tpq of AD 260 to 269. FMRL suggests that it was a small part of a much larger hoard.,Private collector,III century
France,1920,3952,VOUTHON,6,271,274,45.6679,0.4568,The six antoniniani (radiates) were interpreted as representing a purse hoard or being part of a larger deposit.,NA,III century
France,1962,5729,CAUDEBEC-LÈS-ELBEUF 1962,4,235,238,49.283,1.018,The find comprised a bracelet set with four third century coins.,NA,III century
Greece,1991,6774,ELEUTHERNA 1991-2,42,253,268,35.329,24.668,"The hoard comprised 42 bronze coins from Nero to Gallienus including imperial bronzes (sestertii) and Provincial bronzes from Knossos, Kydonia, Koinon of Crete and Alexandreia Troas.","Archaeological Museum, Rethymno",III century
Belgium,1905,3104,PAAL,500,238,238,51.04,5.172,(500-600) 142 denarii: Vespasian - Balbinus (AD 238); silver weight: 771.6-1621.0 g.,"Cabinet des Médailles, Bruxelles, Belgium (11 coin); collection L. Renard-Grenson (113 coins), Liège, Belgium; private collection (22 coins).",III century
Belgium,1910,8251,HAUTRAGE 1910,51,228,231,50.482,3.764,(?) 51 sestertii: Trajan - Severus Alexander (AD 228-231).,"Mariemont Museum, Morlanwelz-Marienmont, Belgium",III century
Austria,1957,13263,LAURIACUM 1957 1,7,222,228,48.221,14.474,"7 coins: 4 denarii, 2 sestertii, 1 bronze found a in a layer of fire: Antoninus Pius - Severus alexander (AD 222-228).",NA,III century
Belgium,1846,8279,THUIN 1846,200,246,246,50.341,4.287,"(200+) 103 silver coins: 78 denarii, 25 antoniniani (radiates): Septimius Severus - Philip I (AD 246)","Collection Van Miert (103 coins), in 1846",III century
France,1830,5686,GONFREVILLE-L'ORCHER,30,238,244,49.506,0.197,"The hoard comprised a ceramic vessel containing '30 silver and bronze coins, including 1 of Nero. It is possible that this hoard is the same as the hoard of large and medium bronzes of Domitian, Antoninus Pius, Marcus Aurelius, Commodus and Gordian III which were examined by Deville.",NA,III century
Spain,1966,4802,GRISÉN,905,268,270,41.75,-1.16,"There were 914 antoniniani (radiates) in the hoard. The obverse details for each coin were not recorded and it is not possible to assign the coins to mints. Although Mira (1995-7, 137) gives the total number of coins as 914, only 905 are accounted for in the catalogue.",NA,III century
"Russia, Ukraine",1954,12856,KERCH 1954,79,257,257,45.357,36.468,"One drachm of Caesarea in Cappadocia (Julia Domna) and 78 antoniniani (radiates) (Julia Maesa to Gallienus), found in the northwest-west suburb of Kerch. 71 of these were published by N. Kunina in 1962. To these, Golenko adds a further 8 antoniniani.",Museum of Kerch,III century
Serbia,1966,18690,SREMSKA MITROVICA 1966 2,19,270,275,44.975086230516,19.615273397062,19 antoniniani (radiates) of Aurelian. Unpublished.,"History Museum, Sremska Mitrovica, Serbia",III century
France,2000,17415,FOURMIES,119,253,259,50.015164,4.040263,"119 coins: 1 denarius, 118 antoniniani (radiates) found by metal detecting: Caracalla - Valerian I and Gallienus (AD 253-259).",NA,III century
France,1973,12454,LA CELLE-CONDE,1980,253,268,46.780471,2.158599,"The hoard was found in 1973 during archaeological program. The archaeologists discovered 45 kg of sestertii, in 12 rolls in a wood box. It comprised c. 1980 sestertii from Philip I - Valerian I and Gallienus/Gallienus (sole) (Gallienus) (AD 253-268).",NA,III century
Spain,1800,4801,SANGÜESA,2000,260,269,42.573,-1.281,"The hoard comprised 2000 coins of 'copper, silver alloy and silver'. In the report compiled by P. Ilarregui the hoard contained pieces of the emperors: Pius Gordianus, Philip, Trajan Decius, Trebonianus Gallus, Volusian, Gallienus, Saloninus (Caesar), Saloninus (Emperor) and Postumus. A small selection of 10 coins was sent to the Real Academia de la Historia.","Real Academia de la Historia, Madrid, Spain (10 coins)",III century
Hungary,1971,2887,NAGYBERKI 1971,572,253,259,46.36,18.005,"572 silver coins: 2 denarii, 570 antoniniani: Macrinus - Valerian I (AD 253 -259); Silver weight: 1143.8-2361.7g",NA,III century
Bulgaria,1981,2702,GIGEN 1981,17,238,244,43.708,24.465,(Circa 20) 17 silver coins: Elagabalus - Gordian III (AD 238-244).,"Okrazen Istoriceski Muzej, Pleven, Bulgaria; inv.no. 1832 1-17",III century
Bulgaria,1990,12326,PREOBRAZHENTSI,114,244,249,42.795,27.332,114 provincial bronze coins: Antoninus I (Faustina I) - Philip I (AD 244-249).,"Regional Museum of History, Burgas, Bulgaria; inv.no. inv.no.741-758, 760-766,768-770,772-780, 782-842, 845-855, 982",III century
France,1927,6268,"PARIS - ""DANTON"" 1927",142,253,260,48.844871,2.339683,"142 coins in two vessels containing 71 sestertii from Titus to Septimius Severus and 71 antoniniani (radiates) from Gordian III to Gallienus. Only 54 were recovered and studied: 30 sestertii, 24 antoniniani (radiates).",NA,III century
France,1912,3933,TREPT,2110,260,270,45.686,5.318,"6.6 kg of coins, 2110 or 2400? antoniniani (radiates): Trebonianus Gallus - Claudius II/Postumus (AD 268-270) silver weight: 570.7-2636.5 g.",NA,III century
Belgium,1930,3502,VILVOORDE,17,241,241,50.927,4.426,"17 coins: 16 denarii, 1 dupondius: Hadrian - Gordian III (AD 241); silver weight: 23.9-44.2 g.","Cabinet des Médailles, Bruzelles, Belgium (1 coin); Collection H. Verlooy of Vilvoorde (16 coins), in 1967",III century
Austria,2006,13258,WACKERSBACH,28,256,256,48.296,13.974,28 antoniniani found during a fieldwalking: Elagabalus - Valerian I and Gallienus (AD 256).,"Oberösterreichischen Landesmuseum, Linz, Austria",III century
Russia,1958,18370,TAMAN 1958,198,266,278,45.211940939251,36.718454144933,"Hoard of 198 coins of the Bosporan kings, Rhescuporis V, Pharsanzes, Sauromates IV, Teiranes (AD 266-278).",NA,III century
Bulgaria,1962,3334,MIHAYLOVO 1962,26,247,249,42.249,25.524,"Large hoard. Only 25 silver coins are known: 9 denarii, 19 antoniniani (radiates): Gordian III - Philip I (AD 247-249); silver weight: 32.6-59 g.","Museum of History, Stara Zagora, Bulgaria; inv. no. 3343",III century
France,1565,6985,ALFORTVILLE,14,270,275,48.815,2.413,"The hoard comprised 'a large number of bronze coins, apparently in gold or silver. Fourteen were identified as issues of Aurelian.",NA,III century
France,1859,3839,OISY-LE-VERGER,123,260,269,50.251399,3.122178,"The hoard comprised 152 coins of which 128 were studied by Dancoisne. There were 12 sestertii and 116 denarii and antoniniani (radiates), although Dancoisne does not specify which coins are which! The hoard was found by workmen by the side of the river: -116 coins; silver weight: 34.0-336.1g.",NA,III century
Israel,2006,7727,SHU'AFAT 2006,117,222,235,31.813847371519,35.234378621922,The hoard comprised 117 bronze coins dated between Ptolemy I (323-283/2 BC) and Severus Alexander (AD 222-235).,Israel Antiquities Authority (IAA 100886-101000; 113001-2),III century
Germany,1900,20557,NIEDERBIEBER 1900 B,389,257,259,50.467712323519,7.472183558613,"Within lumps, the coins were arranged in stacks shifted sideways, 389 silver coins - denarii and antoniniani (radiates). All coins were covered with a light green patina. There are 88 denarii: Clodius Albius to Gordian III and 301 antoniniani (radiates): Macrinus Valerian I and Gallienus).",NA,III century
Romania,2002,16373,BUMBEŞTI-JIU 2002,92,238,244,45.1783,23.3811,Unknown originally coin number. 5 antoniniani (radiates) and 87 denarii are known: Septimius Severus - Gordian III (AD 238-244).,NA,III century
Greece,1939,6749,ANTHOCHORI,19,238,244,39.7347,21.1336,"The hoard comprised one silver coin and 18 bronze coins dating from the 3rd c. AD, found close to Metsovo (BCH 1939). Touratsoglou mentions 18 sestertii (Maximinus Thrax - Gordian III), next to 1 denarius / antoninianus, with the find spot Anthochori. No further information available.","Numismatic Museum, Athens",III century
Tunisia,1961,5372,LA CHEBBA,36,260,268,35.236,11.153,"Hoard given to Sfax Museum in October 1961, examined by Salama: 36 antoniniani: Valerian I and Gallienus - Gallienus (sole)? (AD 260-268).","Musée de Sfax, Tunisia",III century
Belgium,1819,3575,BEEZ,5000,271,274,50.468,4.922,(5000+) 14 antoniniani (radiates): Gallienus - Tetricus I (AD 271-274),"Archaeological Museum, Namur, Belgium (13 coins)",III century
Bulgaria,1987,10469,ASPARUHOVO 1987,758,244,249,43.18,27.889,758 imperial and provincial bronze coins entered the museum collection in Sofia: Titus - Philip I (AD 244-249).,"National History Museum, Sofia, Bulgaria; inv. nos. 42288-46046",III century
"England, United Kingdom",2012,14726,CHESHUNT 2012,74,239,239,51.727711,-0.061206292,"Assemblage of 95 Roman coins (1st century BC to 4th century AD) and eight Roman objects submitted as a potential Treasure case (the objects were considered unrelated to the coin hoard). Those coins and objects were found within 50 yd radius on a possible Roman site beside the projected course of Ermine Street with the aid of a metal detector.V. Drost writes; ""Among this assemblage are 66 copper alloy sestertii and sestertius fractions which could possibly be part of a hoard. The coins range from Vespasian (AD 69-79) to Gordian III (AD 238-44) and the composition is very similar to that of the Cowbit Hoard (BM ref.: 2003 T76). Most of the coins are dating to the 2nd century AD and are extremely worn as a result of an extended circulation until the deposition of the hoard well into the 3rd century AD. However, some of the coins struck under the Antonine dynasty are in a fairly good condition and it cannot be assured that all of the coins were originally part of the hoard. Eight silver denarii dating to the 1st and 2nd centuries AD could potentially be part of the hoard as well, even if hoards mixing silver coins and copper-alloy coins are not common. Nevertheless, it is difficult to ascertain that each one of those coins belong to the hoard. Note: a gold aureus of Trajan was previously found nearby.On the other hand, the 20 radiates or nummi dating to the 3rd and 4th centuries AD are very unlikely to be part of the hoard and can reasonably be considered as single finds."" (Unpublished catalogue).The denarii of Augustus and Vespasian are plated.",NA,III century
Croatia,1887,16765,VINKOVCI 1887,10,276,282,45.2855,18.803082,10 antoniniani (radiates) ranging from Claudius II to Probus (276-282) found in a grave.,AM Zagreb.,III century
Belgium,1831,8225,ELLEZELLES,79,269,271,50.734,3.68,79 antoniniani (radiates): Philip I - Victorinus (AD 269-271).,NA,III century
Portugal,1900,12935,SINTRA (?) - AREA,13,268,270,38.803,-9.382,13 antoniniani (radiates) of Gallienus and Claudius II part of a larger hoard?,"Museu Nacional de Arqueologia, Lisboa, Portugal",III century
Tunisia,1940,5366,GAFSA-GABÈS,133,253,259,34.429,8.781,133 sestertii studied from a total of 300 found: Trajan - Valerian I and Gallienus (AD 2543-259).,NA,III century
Syria,1936,9764,DURA EUROPOS 1,788,253,256,34.747,40.73,"A hoard of 788 tetradrachms (Caracalla - Trebonianus Gallus), denarii (Julia Mamaea) and antoniniani (Caracalla - Gallienus) found during the excavations at Dura Europos, in a jar under the embankment beside the Palmyra Gate.",Yale University,III century
Bulgaria,1924,12063,RAZHEVO 1,4453,283,285,42.371,24.801,A large ceramic vessel containing 15 kg of silver coins. 4453 antoniniani were published (Moushmov 1936): Aemilian - Carinus (AD 283-285).,"National Archaeological Institute with Museum, Sofia, Bulgaria; inv. no. LXIX (in 1925); 1,231 coins",III century
