country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
UK,1921,15043,FILEY B (SIGNAL STATION),22,388,395,54.212504,-0.28407887,"During the excavation of the signal station at Carr Naze, Filey, 2 hoards of small brass coins were found, 1 of 110 coins, the other of 22 coins, ranging from Carausius to Arcadius and Honorius. This is hoard B, comprising 22 nummi up to AD 395.",NA
Switzerland,1828,6587,NÄFELS GL 1828,37,351,353,47.099,9.054,"The find comprised 37 coins including 3 radiates and 34 nummi. 25 coins are in the Stiftsbibliothek St. Gallen, with 12 additional donated to the Swiss National Museum in 1847 given a provenance of 'Näfels'. It is possible that this assemblage is not a hoard but a collection of single finds (see Bertolaccini/Zäch 2008).",Stifsbibliothek St. Gallen (25 coins); Swiss National Museum (12 coins)
France,1939,3747,LA CHAPELLE-AUBAREIL,7206,260,269,45.012,1.1837,"Hoard of denarii and antoniniani (radiates), 7206 coins: Septimius Severus - Postumus (AD 260-269). The largest number of coins belonging to Gordian III",NA
Spain,1998,12917,AUGUSTA EMERITA 1998-2000,15,244,249,38.919,-6.356,15 sestertii found close to each other on a narrow space in the eastern necropolis of the Augusta Emerita: Domitian,"Consorcio de la Ciudad Monumental de Mérida, Spain"
Bulgaria,1980,10278,DUHOVETS 1980-1989,39,1,500,43.668,27.004,39 silver coins. No further information.,NA
Libya,1981,4836,MISRATA,108000,330,333,32.39994316743,14.888936386892,"Unknown originally number of coins. Approximately 108000 nummi (c. 600 kg) were recovered and prepared for documentation: Tetrarchy to Constantine I (AD 330-333). The hoard was found stored in jars and large Tripolitanian amphorae in a domestic building. At the moment, 82713 have been attributed by mints and periods: AD 294-307; AD 307-313; AD 313-318; AD 318-324; AD 324-330; AD 330-333.","National Archaeological Museum (El Khoms) of Leptis Magna, Libya"
Austria,1969,13159,BRUCKNEUDORF 1969,218,341,346,48.018,16.779,218 nummi: Constantine I - Constantius II (AD 341-346).,Private collection
Romania,2023,20507,CIOBĂNIȚA,610,238,244,44.013294376258,28.275439455629,"Ceramic vessel containing 610 Roman provincial bronze coins: Commodus - Gordian III (AD 235-238). Minted mostly in Tomis (today, Constanța, Romania). Other mint, identified so far, Deultum; At the bottom of container, iron carpentry tools: penknife, clamping clamp, ax/chisel, wood gripper, bolt.",Muzeul de Istorie Națională și Arheologie din Constanţa
Spain,1985,12918,VALENCIA 1985,4,249,251,39.473981258732,-0.37424929717227,"The 4 coins appeared together in the west corner, belonging to a room structure erected with walls of opus vittatum.",NA
France,1868,6134,MONT,242,143,144,49.093916,6.367783,"322 coins found in a ceramic vessel: 1 aureus, 302 denarii, 18 bronze pieces. Only 242 coins were recovered: Vespasian to Antoninus Pius (AD 138-161).",NA
Poland,2006,13442,JERZMANOWICE 2006,79,193,196,50.21139,19.746061,79 denarii found circa 25 m from the Jerzmanowice 2005 hoard and 1 more denarius found in 2009. Most likely 1 owner: Hadrian - Septimius Severus (Julia Domna) (AD 193-196).,NA
France,1857,12657,NANCRAY-SUR-RIMARDE,4,260,269,48.069,2.3339,"""A considerable large quantity"" of coins of ""middle bronzes"", all of Postumus (AD 260-268). 4",NA
UK,1986,15103,BURY 1986,6,-60,-50,52.43899,-0.11840619,"6 gold Gallo-Belgic E staters, found in 2 groups of 3.",NA
France,1962,3938,VANNES,570,263,269,47.658,-2.761,"Hoard of 651 coins found in several ceramic vessels and a textile cloth. 570 coins were studied: 16 denarii, 96 antoniniani (radiates), 458 bronzes: Galba - Postumus (AD 263); silver w8: 134.0-1792.9g. 1 of the Postumus double sestertius is overstruck on a Marcus Aurelius sestertius of the type VICTORIAE AVG S C.",NA
Slovenia,1938,8105,IG 1938,12,150,151,45.965,14.529,(8) 5 sestertii: Domitian - Antoninus Pius (AD 150-151),Dispersed
Belgium,1932,8376,OVERIJSE,16,271,274,50.774,4.535,"Few hundreds, only 16 (8 imitations) antoniniani (radiates) known Tetricus I (AD 271-274).","Private collection, Bruxelles, Belgium, 1965 (16 coins)"
Switzerland,1854,6557,MUTTENZ BL 1854,2045,273,273,47.539,7.634,"Hoard found during railway construction work, probably from the area of the site of a Roman villa rustica. It comprisesd at least 2114 coins, but no more than 2300. Coins run from Valerian to Aurelian, mainly Gallienus and Claudius II. Reported coins of Tacitus, Probus and Diocletianus (dated 289) seem to be intruders from the Reichenstein hoard (Schaub-Gysin 1930, p. 70).","Archäologie Baselland, Historisches Museum Basel"
Netherlands,1919,4385,BATO'S ERF,3,395,402,51.834,5.403,"Unknown number of solidi. 3 solidi of Valentinian I, Valens, Arcadius, tpq c. 400; gold w8: 13.35g",Private collection
Egypt,1895,7778,KÔM EL-ASL A36,62,127,128,29.542,31.008,62 tetradrachms of Alexandria: Claudius I - Hadrian (AD 127-128),Dispersed. Detailed list in Oxford
Russia,2021,20930,VOZDREMO,20,388,397,54.0263,37.3724,20 nummi found while metal detecting: Constantine I - Theodosius I (AD 388-397). Together was found a double-plate brooch.,"State Museum-Reserve Kulikovo Field, Tula, Russia"
Egypt,1902,6303,BATN IHRIT 1902,172,316,317,29.3328204,30.5682028,"172 nummi (Tetrarchy to Licinius I, AD 316/7) found in a bronze vessel in the courtyard just in front of a door during excavations of a house.","Münzkabinett, Berlin (in 1912)"
Greece,1967,6851,SIDIROKASTRO,59,238,244,41.23499,23.38899,"The hoard comprised 59 coins, including 1 denarius of Maximinus and 58 Roman Provincial coins, found in a grave on the north side of the hill of the « Παλαιόν Ηρώον ». The coins of the Koinon are inscribed ΚΟΙΝΟΝ ΜΑΚΕΔΟΝΩΝ and ΜΑΚΕΔΟΝΩΝ ΟΜΟΝΟΙΑ.",Kavala museum
Georgia,1964,18909,ZGHUDERI 1964,11,211,217,41.96883,43.80314,"11 coins discovered in a burial consisting in 1 denarius of Augustus, 5 drachms of Gotarzes II, 1 aureus of Commodus, and 4 aurei of Caracalla.","National Museum of Georgia, Tbilisi"
Italy,1913,4040,GIGNOD,600,284,293,45.781812,7.297278,"600 antoniniani (radiates), of which 122 were recovered: Valerian I and Gallienus - Diocletian (AD 284-293); silver w8: 22.3-146.6 g.",NA
Spain,1974,17753,ALCALÁ DE HENARES,67,383,387,40.476047154583,-3.3900796673201,214 coins were discovered during the emergency excavations. Around 60-70 nummi were found with sherds of late terra sigillata and considered as a possible hoard: Constantine I - Magnus Maximus (AD 383-387).,NA
Italy,1922,14229,CUREGGIO,1008,193,211,45.67641,8.458063,1008 bronze coins found with a ceramic vessel: Vespasian - Septimius Severus (AD 193-211).,NA
Hungary,1993,4314,DUNÁUJVÁROS 1993 B,140,364,378,46.9751,18.9373,"140 coins: 1 antoninianus, 139 nummi of the House of Constantine and House of Valentinian (AD 364-378). It was found in the Principia building of the fort. No further information about the context was given.",NA
Italy,1771,10376,POMPEII VILLA DI DIOMEDE C,107,69,79,40.752,14.478,"10 aurei (Nero, Vitellius, and Vespasian), 88 uncertain denarii, and 9 uncertain AE found in the Villa Diomede.",NA
Germany,1884,16992,TRIER AND SURROUNDINGS III,32,388,395,49.750076,6.637089,"Brick fragments were recorded under the inventory number 10202 in 1884, which number was located on a box with uniform well-preserved late Roman coins; only Nr. 28 derives from a heavily worn stamp. The composition of the series clearly suggests a hoard find, at least starting from Nr. 2, Victorinus.","Römisch-Germanisches Museum, Köln, Germany (inv. no. 10202)"
UK,1971,14872,LINCOLN 1971-2,3,141,161,53.227196,-0.548438,"West Parade site Area III, Roman interval tower. In late Roman period, interval tower became derelict, & much of upper part prob. demolished/ robbed. Lower part of tower infilled with demolition debris, incl. ceramic tile frags. & mortar, animal b1 waste from food consumption, & bird & animal skeletons, incl. ravens & dogs, frogs & toads, & remains of owl pellets. 3 silver denarii in fine condition also found amongst demolition debris, of Trajan, Hadrian & Faustina, minted in early to mid 2nd C. before tower even built; & it is likely that they were hidden & subsequently lost, poss. as part of a larger hoard, whilst tower was still in use.Gilmour, B. 1999. Excavations. In C. Colyer, B.J.J. Gilmour & B. J1s The Defences of the Lower City. Excavations at The Park and West Parade 1970-2 and a Discussion of Other Sites Excavated up to 1994. The Archaeology of Lincoln VIII-2. CBA Res. Report 114, pp. 191.",NA
France,1882,3313,LEVERGIES,209,241,243,49.928,3.314,"The hoard comprised a greyware vessel containing approximately 225 coins, apparently 209 denarii from Clodius Albinus to Gordian III and an as of Caracalla. Hobbs estimates a silver w8 of between 305.5g and 698g.",NA
Italy,1947,13808,GALTELLI,195,260,268,40.387068,9.614953,"195 Roman imperial bronze coins: 192 sestertii, 3 dupondii/asses: Trajan - Gallienus (AD 260-268).",NA
Slovenia,1910,4258,LJUBLJANA 1910 - INTRA MUROS,50,342,350,46.046,14.5,"50 gold coins: 1 aureus, 1 multiple 1 1/4 solidus 48 solidii: Maximian I - Constantius II (AD 337-343); gold w8: 225.62g; silver: 9 ingots; silver w8: c. 2647.24g","Schatzkammer und Zentralarchiv des Deutschen Ordens, Vienna"
Syria,1975,20949,PALMYRA,45,383,395,34.5534,38.2699,"44 late Roman nummi (Constantius II to Theodosius I) and 1 local 3rd c. Palmyrene coin, found in the cella of the temple of Allat in a broken vessel that had been thrown on the floor with fragments of the cult statue found immediately above it. This hoard has been interpreted as an offering dating from the time preceding the destruction of the temple under Theodosius I.",NA
France,1894,7327,VICHY 1894,21,98,117,46.132,3.425,"The hoard was found in a ceramic vessel with a capacity of approximately 2 litres. It was filled with grey sand (perhaps mixed with cremated human b1) which contained fragments of an ivory or b1 bracelet and 20 Roman bronze coins including 2 asses of Claudius, 1 of Domitian and 1 of Trajan. Although the other coins were not identified, they were said to be of the same date.",NA
UK,1997,15319,SOUTH CARLTON,39,-60,-30,53.272487,-0.57689687,A scattered hoard of 39 Iron Age staters.,Lincoln Museum (part)
UK,1819,14871,VAYNOL,73,180,192,53.192317,-4.206573,"73 denarii (Vespasian to Commodus) found beneath a millst1 by workmen removing ""a quantity of loose st1s and earth"" near a lime kiln in a quarry. A pair of spurs was reportedly found at the same time. RCAHMW states that the precise location of the find is unknown ""but there is apparently only 1 lime kiln on the estate"" in a place still known as Limekiln Covert.",In the collection of T Assheton Smith Esq. M.P. (1849)
Croatia,1968,17390,SLAVONSKI ŠAMAC,59,276,282,45.064572,18.489586,59+ antoniniani ranging of Aurelian and Probus.,MPB ex coll. Hoffman
UK,2013,14588,WAREHAM ST MARTIN,752,286,286,50.718613,-2.0580254,"A hoard of 751 AE radiates, & 1 AE denarius and pottery to AD 286 in a black burnished ware jar. Unpublished coin report by R. Abdy.",NA
Bulgaria,1965,12052,STRELCHA 1965,24,253,253,42.506,24.321,"24 silver coins: 3 denarii, 21 antoniniani: Caracalla - Aemilian (AD 253).","Museum of Archaeology, Plovdiv, Bulgaria; inv. no. 2372"
Italy,1972,14419,OLIVA GESSI,542,300,303,45.005496,9.173359,"542 coins: 1 antoninianus (radiate), 541 nummi, found with a bronze pitcher (Blechkanne), only 38 coins can be entered at the coin data level: Aurelian - Tetrarchy (AD 300-303).",Soprintendenza per i Beni Archeologici della Lombardia
Serbia,1966,8049,SREMSKA MITROVICA 1966 1,40,270,275,44.983,19.617,Around 40 antoniniani (radiates) of Aurelianus and Severina (AD 273-275); mint of Siscia. Unpublished.,Музеј Срема (Museum of Srem) - 1981
UK,1984,15083,BERE REGIS,36,-50,40,50.763338,-2.242405,"A scattered hoard of Durotrigan coinage, mostly rather poorly recorded, recovered over several years. The alloy of some of the Durotrigan material is uncertain and thus the division into silver and bronze staters should be treated with some caution.",NA
Bulgaria,1928,10247,VELIKO TARNOVO - COUNTY 1928,19,193,211,43.099,25.71,Unknown initial number of denarii. 19 pieces of Septimius Severus' family are in the museum collection in Sofia.,"National History Museum, Sofia, Bulgaria; inv.nos. 8367-8385"
UK,1982,14705,CAERLEON FORTRESS BATHS 1982,6,364,378,51.604952,-2.9544026,"A hoard of 6 nummi, comprising 4 FEL TEMP REPARATIO types of various sizes, 1 of Valens, and 1 possible Magnentian imitation, found in deposits overlying the natatio fountain house during consolidation works. The coins were fused together and could not be identified with any greater precision.","National Roman Legion Musuem, Caerleon"
Algeria,1945,4935,TIGZIRT 1945,330,270,270,36.891,4.127,The hoard comprised approximately 11 kilos of third century antoniniani (radiates). Only 330 coins are known by issuers: Valerian I and Gallienus - Quintillus (AD 270).,NA
UK,1999,15085,BEVERLEY 1999-2017,128,-40,20,53.829033,-0.51251804,"A large, widely-scattered hoard of Corieltavian staters discovered over the course of almost a decade.",British Museum (part); East Riding Museum Service (part); Unknown (part)
Israel,1962,7632,ḤORVAT 'OFRAT,274,355,361,32.783271634592,35.202704965975,"Originally, 274 nummi, 119 coins available for study dated between AD 335 and AD 361.",Israel Antiquities Authority (IAA 5307-5405/5)
France,1841,6039,VOUILLÉ,390,-100,0,46.317,-0.362,"The hoard comprised a black ceramic vessel containing approximately 390 base silver Iron Age coins. In 1888-1889, some of the coins were acquired by the Musée de la Sociéte de Statistique des Deux-Sèvres.",Musée de la Societé de statistique des Deux-Sèvres
UK,1981,841,FORDINGBRIDGE,260,37,41,50.92504,-1.6883584,"9 denarii to Caligula, 251 Durotrigan base silver/bronze staters (with 19 other Roman coins to 4th cent AD, probably not part of the hoard and not listed here).",Hampshire County Council Museums Service
Spain,1957,4830,LINARES 1957,25000,296,296,38.081,-3.629,A hoard comprising 25000 coins including coins dating from the reign of Gallienus through to Diocletian.,NA
Hungary,1993,8795,KOMÁROM-SZŐNY 1993,163,346,350,47.731,18.18,163 nummi: House of Constantine I (AD 346-350),NA
Bulgaria,1999,10302,HARSOVO 1999,15,238,244,43.5645,26.7685,15 provincial bronze coins: Septimius Severus - Gordian III (AD 238-244).,"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 20"
Romania,1935,5267,SASCUT,1000,186,191,46.207,27.101,Over 1000 denarii: Nero - Commodus (AD 186-191).,"Museum of Bucharest, Romania"
Italy,1961,13914,ALBINO,70,238,244,45.760737,9.797033,"1 denarius, 33 antoniniani (radiates), 16 sesterti, 16 antoniniani (radiates) fragments, 4 nummi: Hadrian - Gordian III (AD 238-244).",NA
France,1908,5665,BELLEVILLE-SUR-MER,34,-100,0,49.949195,1.164537,"The hoard comprised 34 silver coins, placed 1 on top of the other and identified as staters of Coriosolites of Classes I, II and II (BN 6634; 6598 and 6614) Found by a labourer breaking rocks. Bought 20.11.1908.",Musée des Antiquités de Rouen
Netherlands,2016,9848,ASTEN 2016-2018,27,233,235,51.403,5.744,27 coins. 26 denarii. 1 possible barbarian imitation: Septimus Severus- Severus Alexander (ca. AD 235.),Private collection
UK,1999,14733,HADDENHAM,31,375,392,51.775049,-0.95785213,Not a hoard but a collection of coins and artefacts found in a spring and stream bed. Not declared Treasure.,NA
Denmark,1992,14542,VASEGÅRD,10,491,518,55.055742,14.887905,"10 solidi found in an area with 3 Iron Age houses. The first 7 coins, FP 5142, were found within 15x35 meters. In spite of the relatively large distance between the coins they are probably a ploughed-up hoard. No denarii have been found yet at this site.",National Museum of Denmark
Ukraine,1904,2995,PEREORKI,400,193,211,49.317766040351,28.407076671525,Hoard of 400 denarii found with a ceramic vessel: Trajan to Septimius Severus (AD 193-211). W8: 117.34g Found in woods buried under a tree.,"Local history museum, Kamianets-Podilskyi, Ukraine"
Sweden,1871,15622,HAGESTADBORG,600,193,211,55.407335,14.135027,"Circa 600 denarii, information provided on 540: Nero - Septimius Severus (AD 193-211).","Swedish History Museum, Stockholm (inv.no. 4521); Lunds Universitets Historiska Museum, Lund (inv.no. 27544 - 3 coins), Sweden"
France,2003,13041,ÉLINCOURT 2003,1279,260,268,50.044,3.372,1279 antoniniani (radiates) found with a cooking pot: Gordian III - Gallienus (AD 260-268).,NA
"Russia, Ukraine",1937,18366,TIRITAKA 1937,2093,242,276,45.2773,36.4073,"Hoard of 2093 coins of the Bosporan kings, Ininthimeus and Rhescuporis V (AD 242-276).",NA
France,1959,7080,MELUN 1959-1962,97,393,423,48.536,2.655,"Survey and archaeological excavation of a ford uncovered when the river Seine was low, revealed a collection of more than 100 Iron Age and Roman coins from the Republic to Honorius.",NA
Israel,1950,7621,BET SHEAN 1950,414,425,455,32.497,35.497,The hoard comprised at least 414 coins from the first part of the 5th century AD.,Israel Antiquities Authority (IAA 289/1a-289/50b; 2682/1-2684/49)
Italy,1886,4610,NAPLES,255,475,476,40.8367,14.2476,255 solidi: Arcadius - Basiliscus (c. AD 480); gold w8: 1134.75g.,NA
Germany,1965,17042,NIDA 1965,11,223,227,50.1544,8.637,"A hoard of 11 coins (denarii and bronze coins ranging from Hadrian to Alexander Severus) was found in 1965 in a walled Roman st1 cellar, west of the Jewish cemetery. It lay concealed without a container under the threshold to the cellar.",NA
Austria,1988,13297,ST. PÖLTEN – RATHAUSPLATZ 1988-1989,18,364,375,48.206,15.624,18 nummi of Valentinian I and 2 crossbow bronze brooches were found together in a courtyard (AD 364-375).,NA
Poland,1918,16222,KROSNO,100,337,361,49.693581,21.76667,Circa 100 nummi. Only 5 pieces of Constantine and his family are known.,NA
Bulgaria,1974,10307,SILISTRA - COUNTY,27,249,251,43.906,27.084,Unknown number of antoniniani. 27 coins entered museum collection in Haskovo: Gordian - Trajan Decius (AD 249-251).,"History Museum, Haskovo, Bulgaria; inv.nos. N 656, N 1039"
Bulgaria,1969,2997,PECHENITSA,1500,193,217,43.706,26.937,More than 1500 denarii and antoniniani. 344 pieces are menti1d in V. Varbanov dataset (2017): M. Antony to Septimius Severus/Caracalla (AD 193-217); silver w8: 2746.5-4979.3 g.,"Regional Museum of Shumen, Bulgaria; 345 coins seen by T. Gerasimov as part of the private collection of late Dr. V. Haralanov."
Egypt,1933,7936,KOM AUSHIM A117,2891,287,288,29.51994,30.90215,"Over 2891 tetradrachms of Alexandria: Claudius II - Diocletian-Maximian (AD 287-288) found in an amphora beneath the floor, during excavations of a house.",NA
Spain,1997,12897,ALORIA A,16,162,163,42.996,-2.982,16 sestertii found stuck together in a Roman edifice: Vespasian - Marcus Aurelius (AD162-163).,"Museo de Arqueología de Álava, Spain"
France,1934,3410,ROUEN 1934,844,254,256,49.4417,1.0973,"The hoard comprised 'an earthenware vessel filled with 652 silver and billon coins (denarii and radiates) and 100 bronzes (sestertii and dupondii or asses). The silver and billon coins weighed 3.7kg. A further 186 coins were offered for sale in Rouen in 1971 and appear to be from the same hoard.' The coins were deposited at the Bibliothèque municipale de Rouen, where 168 examples were actually conserved and catalogued by Mme J. Delaporte. Archives Inventory No. 2-653.",Bibliothèque municipale de Rouen (Archives Inventory No. 2-653)
Poland,1945,13685,ŁĄSKO WIELKIE,2,134,138,53.343108,17.825213,2 denarii of Hadrian (AD 134-138).,Lost
Belgium,1905,3866,RIEMST,112,268,268,50.812,5.594,"(c. 200) 112 coins: 110 antoniniani (radiates), 2 bronze copies: Postumus (AD 268); silver w8: c.53.5 g.",NA
Spain,1976,17822,CUEVA DE ABAUNTZ,64,388,392,43.013967154986,-1.6413673590759,"64 nummi found inside the cave of Abauntz, apparently with a ceramic vessel: Constantine I - Theodosius I/Arcadius (AD 388-392). Together were found a bronze ring and an iron hoe.","Museo Arqueológico de Navarra, Pamplona, Spain"
Spain,1959,17807,CÁSTULO 1959,300,393,395,38.035,-3.6236,300 coins: Maximian I - Theodosius I (AD 393-395).,"Museo Monográfico de Cástulo, Spain"
UK,2015,14715,CHALGROVE 2015,10,275,285,51.659263,-1.0906235,IARCH record for a small hoard of 10 radiates. Possibly associated with the Chalgrove II hoard (IARCH-CB9058) but recorded separately due to uncertainty over this association.,NA
Germany,1892,16959,TRIER TÖPFERSTRASSE,395,393,499,49.7535,6.6285,"A hoard of 395 late Roman coins (Victorinus - Honorius, including imitations), found in a clod of earth next to the tower of a Roman city wall, close to the Mosel river.",NA
Italy,1592,16170,SATURNIA,30,425,455,42.664214,11.505285,"30 gold coins and jewelry. Among issuers was recognized 1 of the Valentiniani, most likely, Valentinian III.","Museo Archeologico di Firenze, Italy (?)"
Germany,1830,3688,FEILBINGERT,102,270,274,49.7787861,7.8031007,"The hoard derives from the collection of the musician Simon Antoni, which was acquired by the Kreuznach museum in 1888, with an inventory of 1488 Roman coins. Of these, some coins were found 'am Lemberg', probably between 1830 and 1860. FMRD lists 102 antoniniani, ranging from Valerian (for Saloninus) to Tetricus.",Museum Kreuznach
Serbia,1973,6945,BOLJETIN 1973,1803,355,361,44.533,22.031,1803 nummi: Galerius - Constantius II (AD 355-361),"V. Mihailović collection Belgrade, Serbia - 1978"
France,1935,6983,ROSNY-SOUS-BOIS,18,260,269,48.8712,2.4858,The hoard comprised 18 antoniniani (radiates) from trebonianus Gallus for Volusian to Postumus with the most recent issue a SAECVLI FELICITAS reverse type (Elmer 593).,NA
France,1850,5624,LONGUENESSE,402,161,180,50.7375,2.2532,"The hoard comprised 2 aurei, more than 400 denarii and some bronze coins and was found in association with a grave: Vespasian Marcus Aurelius (AD 161-180).",workers
Italy,1896,18814,SIRACUSA 1896 A,698,300,400,37.06378489536,15.291112985612,"698 nummi of the 4th century AD found with a ceramic vessel ('oletta'). Probably, part of the hoard SIRACUSA 1896 B. Work in progress.","Museo Arch. Reg. ""P. Orsi"", Siracusa, Italy (inv.no.: 16514)"
France,1974,6063,SAINT-CYBARDEAUX,100,-27,14,45.769736,-0.022453,"During the excavation of a Gallo-Roman sanctuary in 1974, 1975, 1978 and 1979 more than 100 gold, silver and bronze coins were recovered. They were coins of Marseille, the Celts, the Roman Republic and of Augustus. They are likely to represent successive votive deposits disturbed during the construction of a building in the 2nd century AD.",NA
France,2009,7975,MAGNY-COURS 2009,832,303,303,46.867,3.162,"The hoard, discovered 1 year after MAGNY-COURS 2008, comprised 466 antoniniani (radiates) and 366 heavy nummii.",NA
Romania,1979,2608,BRAD,23,160,161,46.094,22.868,23 denarii: Vespasian - Antoninus Pius (AD 160-161).,"Museum of Dacian and Roman Civilisation, Deva, Romania"
Israel,2007,8467,YAVNE-YAM (NORTH),9,317,317,31.923,34.693,"The hoard(?) comprised 7-9 coins that were scattered on a living surface, deposited around AD 317.",NA
Israel,2002,8474,ZABAR CAVE,9,132,136,31.466,35.388,The hoard comprised 9 silver coins of the Second Jewish Revolt (AD 132-136).,NA
Portugal,1948,8432,PENAMACOR,200,-15,-13,40.169,-7.171,"200 ""disks"" of republican pieces. Possible, among them, issues of Julius Caesar, P. Crassus. Possible a denarius of Augustus minted in Emerita Augusta.",NA
UK,1990,14687,CID90,7,41,54,51.512514,-0.099180942,"Hoard of 7 Claudian copies. Information from J. Bowsher, MOLA:""This hoard of 7 Aes came from 72-80 Cheapside, 83-84 Queen Street, 9-12 Pancras Lane, EC2 and EC4 (site code CID90) 150m north-west of Bloomberg Place (site code BZY10). It was found in an open area south of a Roman building. The first of these 7 coins was 1 of the Agrippa types of Gaius, that circulated with the pre Neronian Claudian coins. The first Claudian coin however, was a provincial Minerva as from Spain (Atelier 1), followed by an imitation of a Libertas from the same mint. There were 2 Minerva imitations from Lyons (both ateliers), and 2 further 'unclassified' copies. Numismatic and stratigraphic evidence suggests this is contemporary with the 2 Bloomberg hoards.""",NA
Italy,1759,10372,"POMPEII VI, 17, 42, 42A",58,72,78,40.75,14.483,"122 Republican and Imperial AV, AR, and AE found in regio VI, insula 17, building 42 (house), ground floor room, possibly a bedroom.",NA
UK,1848,762,KINGSTON ON THAMES AREA,8,527,565,51.407965,-0.31920133,"At least 8 tremisses of Justinian and 3 Gallic imitations, raged up from the river bed.",NA
Spain,1970,17747,BARCELONA 1970,56,378,383,41.382115144449,2.17701929269,56 nummi: Constantine I - Gratian (AD 378-383).,"Museu Nacional d'Art de Catalunya, Barcelona, Spain"
Sweden,1902,4570,ROVALDS 1902-1904,2,430,440,57.430467,18.462728,"2 solidi of Theodosius II (AD 430-440), 1 is pierced; gold w8: 8.9 g.","The National Historical Museum, Stockholm (inv.no. 19920)"
Turkey,1991,20997,SARDIS 1991,71,474,491,38.487701964615,28.040774542291,"71 nummi were found in a pilgrim flask, in a pit under a tile floor in a domestic quarter dating to the fifth century AD: House of Theodosius I - Zeno (AD 474-491).",NA
Netherlands,1864,10050,WINSUM,10,251,253,53.151,5.632,"10 silver coins: 9 denarii, 1 antoniniani(radiate) (AD 251-253).","Frisian Museum, Leeuwarden (FML A 1118-1123 en 1125-1128)"
UK,1840,15384,WEST WITTERING,3,-50,-20,50.776345,-0.89510259,"The earliest source to mention the circumstances of the find appears to be the Carlyon-Britton sale catalogue (Sotheby, 17 November 1913), at lots 24, 37 and 49, all of which are described as ""Found in a tumulus at Cackham Farm, West Wittering, about 1840"". Haselgrove (1984, 297) has suggested that the tumulus ""was probably a sand dune or clearance"", and he includes the Cackham Farm finds among the larger assemblage from Selsey (267). While it is possible that Carlyon-Britton had some particular knowledge of the circumstances of discovery, the record is too vague to be of much value now (de Jersey).",British Museum (part); Birmingham Museum (part)
Serbia,1936,16612,KAMENICA,100000,235,238,43.3615,21.9253,"It is not certain whether there were 1 or 2 hoards. The hoard(s) seems to have comprised between 100000 and 380000 coins: Mark Antony - Maximinus I Thrax. 2 hoards were found in a short period of time, 40 m from 1 another in January 1936 in March 1936.","National Museum, Niš (3,941); National Museum, Belgrade, Serbia (3,123); Archaeological Museum, Zagreb, Croatia (4,096); National Museum, Ljubljana, Slovenia (c. 830); National Museum, Prague, Czechia (15,000); Šipuš collection (64 coins);"
Israel,1982,7959,YATTA,55,132,136,31.444,35.09,"The hoard comprised 31 tetradrachms, 17 denarii, and 7 bronze coins from the Bar Kohba Revolt (AD 132-136) and 1 denarius of Trajan.",Dispersed in trade
Bulgaria,1973,10059,MIKRE 1973,4,244,249,43.035,24.522,"Unknown number of coins. 4 coins in the museum of Lovech: Septimius Severus, Julia Domna, Severus Alexander, Philip II.","History Museum, Lovech, Bulgaria; inv.nos. 1591-1594"
Turkey,1962,6298,ANKARA,885,306,318,39.933,32.86,"The hoard comprised 885 coins, including 576 antoniniani (radiates) and 309 nummi. Not all coins were catalogued. The hoard was offered for sale on the Antiquities Market and is thought to have come from the Ankara area.",NA
Romania,1960,2760,ISACCEA,1071,260,268,45.25,28.448,"1071 silver coins: 6 denarii, 1065 antoniniani (radiates): Caracalla - Gallienus (AD 267); silver w8: 290.7-2781.5g","Museum of History and Archaeology Tulcea, Romania (1971)"
Netherlands,1989,9977,NUENEN 1989,100,178,183,51.472,5.5464,100 coins of which 1 bronze coin of Marcus Aurelius/Commodus for Crispina (Augusta) (AD 178-183).,"Private collection and museum Eindhoven, Netherlands"
Bulgaria,1981,10068,ARCHAR 3,16,121,122,43.811,22.919,"16 sestertii: Trajan 13, Hadrian 3 (AD 121-122).","National History Museum, Sofia, Bulgaria; inv.nos. 13625-13640"
Hungary,1993,7486,DUNÁUJVÁROS 1993 F,35,367,378,46.962,18.936,35 nummi of the House of Constantine and House of Valentinian (AD 367-378).,NA
Russia,1972,18376,SHUM-BROOK,230,286,341,44.92947708656,37.341518439574,Hoard of 230 coins of the Bosporan kings (AD 286-341).,NA
France,1673,6308,CHAPONNAY,700,215,294,45.628,4.935,"The hoard comprised an urn containing approximately 700 base-silver coins, which were not described in any detail. TAF suggests that this was a hoard of antoniniani (radiates).",NA
Italy,1868,6223,BRIATICO,1000,41,54,38.725,16.033,"The hoard comprised 1000 aurei ending in issues of Claudius I found with a ceramic vessel. 2 thirds belong to Tiberius the type of seating Livia. The rest of coins were issued for: Augustus, Nero Drusus, Germanicus, Gaius, Claudius I, Antonia and Agrippina I.",NA
Germany,1865,16994,TRIER AND UMGEBUNG V,9,364,375,49.749589,6.639886,"The coins were found during excavation at Thermen-it might concern Barbara-Thermen, because there the emperor Thermen for a long time administered an imperial palace. The expression ""so-called Thermen"" remains problematic.",NA
